"date","productionValue"
2015-06-29,97.7613333333333
2015-06-30,97.7806666666667
2015-07-01,97.8
2015-07-02,97.7974193548387
2015-07-03,97.7948387096774
2015-07-04,97.7922580645161
2015-07-05,97.7896774193548
2015-07-06,97.7870967741935
2015-07-07,97.7845161290323
2015-07-08,97.781935483871
2015-07-09,97.7793548387097
2015-07-10,97.7767741935484
2015-07-11,97.7741935483871
2015-07-12,97.7716129032258
2015-07-13,97.7690322580645
2015-07-14,97.7664516129032
2015-07-15,97.7638709677419
2015-07-16,97.7612903225806
2015-07-17,97.7587096774193
2015-07-18,97.7561290322581
2015-07-19,97.7535483870968
2015-07-20,97.7509677419355
2015-07-21,97.7483870967742
2015-07-22,97.7458064516129
2015-07-23,97.7432258064516
2015-07-24,97.7406451612903
2015-07-25,97.738064516129
2015-07-26,97.7354838709677
2015-07-27,97.7329032258065
2015-07-28,97.7303225806452
2015-07-29,97.7277419354839
2015-07-30,97.7251612903226
2015-07-31,97.7225806451613
2015-08-01,97.72
2015-08-02,97.7125806451613
2015-08-03,97.7051612903226
2015-08-04,97.6977419354839
2015-08-05,97.6903225806452
2015-08-06,97.6829032258065
2015-08-07,97.6754838709677
2015-08-08,97.668064516129
2015-08-09,97.6606451612903
2015-08-10,97.6532258064516
2015-08-11,97.6458064516129
2015-08-12,97.6383870967742
2015-08-13,97.6309677419355
2015-08-14,97.6235483870968
2015-08-15,97.6161290322581
2015-08-16,97.6087096774194
2015-08-17,97.6012903225806
2015-08-18,97.5938709677419
2015-08-19,97.5864516129032
2015-08-20,97.5790322580645
2015-08-21,97.5716129032258
2015-08-22,97.5641935483871
2015-08-23,97.5567741935484
2015-08-24,97.5493548387097
2015-08-25,97.541935483871
2015-08-26,97.5345161290323
2015-08-27,97.5270967741935
2015-08-28,97.5196774193548
2015-08-29,97.5122580645161
2015-08-30,97.5048387096774
2015-08-31,97.4974193548387
2015-09-01,97.49
2015-09-02,97.496
2015-09-03,97.502
2015-09-04,97.508
2015-09-05,97.514
2015-09-06,97.52
2015-09-07,97.526
2015-09-08,97.532
2015-09-09,97.538
2015-09-10,97.544
2015-09-11,97.55
2015-09-12,97.556
2015-09-13,97.562
2015-09-14,97.568
2015-09-15,97.574
2015-09-16,97.58
2015-09-17,97.586
2015-09-18,97.592
2015-09-19,97.598
2015-09-20,97.604
2015-09-21,97.61
2015-09-22,97.616
2015-09-23,97.622
2015-09-24,97.628
2015-09-25,97.634
2015-09-26,97.64
