commodity|prediction_date|date|trend|yhat_lower|yhat_upper|trend_lower|trend_upper|additive_terms|additive_terms_lower|additive_terms_upper|yhat|sell|buy
oil|2020-04-20|2010-01-01|73.12511678233437|75.69743785530508|86.21277425763665|73.12511678233437|73.12511678233437|7.861247324665537|7.861247324665537|7.861247324665537|80.98636410699991|90.52341297051849|71.91256596253983
oil|2020-04-20|2010-01-02|73.1445030786406|75.09711171444134|85.38350809598897|73.1445030786406|73.1445030786406|6.864711792661627|6.864711792661627|6.864711792661627|80.00921487130222|89.65268350078843|71.34225612871927
oil|2020-04-20|2010-01-03|73.16388937494682|74.77013488884666|85.44868155455218|73.16388937494682|73.16388937494682|6.840538006623234|6.840538006623234|6.840538006623234|80.00442738157005|89.72111563227979|71.03162814440432
oil|2020-04-20|2010-01-04|73.18327567125304|74.60045375609198|85.26599555617854|73.18327567125304|73.18327567125304|6.742081550988586|6.742081550988586|6.742081550988586|79.92535722224163|89.52929533398746|70.87043106828737
oil|2020-04-20|2010-01-05|73.20266196755927|75.02092364343315|84.9995092899079|73.20266196755927|73.20266196755927|6.821543140307591|6.821543140307591|6.821543140307591|80.02420510786686|89.2494847544033|71.26987746126149
oil|2020-04-20|2010-01-06|73.22204826386547|74.99248389488693|85.0046775981847|73.22204826386547|73.22204826386547|6.8070708892785206|6.8070708892785206|6.8070708892785206|80.029119153144|89.25491147809394|71.24285970014257
oil|2020-04-20|2010-01-07|73.2414345601717|74.69854758841434|85.03497579344202|73.2414345601717|73.2414345601717|6.707426869259803|6.707426869259803|6.707426869259803|79.9488614294315|89.28672458311412|70.96362020899362
oil|2020-04-20|2010-01-08|73.26082085647792|74.68052832838302|84.80396055578754|73.26082085647792|73.26082085647792|6.634062650510121|6.634062650510121|6.634062650510121|79.89488350698804|89.04415858357692|70.94650191196386
oil|2020-04-20|2010-01-09|73.28020715278414|74.96786216305422|84.98801786881131|73.28020715278414|73.28020715278414|6.596734700943592|6.596734700943592|6.596734700943592|79.87694185372773|89.23741876225188|71.21946905490151
oil|2020-04-20|2010-01-10|73.29959344909037|75.11554379144361|84.89784785352833|73.29959344909037|73.29959344909037|6.527704313926978|6.527704313926978|6.527704313926978|79.82729776301734|89.14274024620475|71.35976660187143
oil|2020-04-20|2010-01-11|73.31897974539659|74.78847564349098|84.96729931731134|73.31897974539659|73.31897974539659|6.378945446754518|6.378945446754518|6.378945446754518|79.6979251921511|89.21566428317692|71.04905186131643
oil|2020-04-20|2010-01-12|73.33836604170281|74.68518472252426|84.89234548818335|73.33836604170281|73.33836604170281|6.403595525599997|6.403595525599997|6.403595525599997|79.74196156730281|89.13696276259252|70.95092548639803
oil|2020-04-20|2010-01-13|73.35775233800904|74.66457505753282|84.62608296061845|73.35775233800905|73.35775233800905|6.330881842971803|6.330881842971803|6.330881842971803|79.68863418098084|88.85738710864938|70.93134630465617
oil|2020-04-20|2010-01-14|73.37713863431526|74.4805407310484|85.06846513435146|73.37713863431526|73.37713863431526|6.170769154561926|6.170769154561926|6.170769154561926|79.54790778887718|89.32188839106904|70.75651369449596
oil|2020-04-20|2010-01-15|73.39652493062147|73.97022150961459|84.42652423562058|73.39652493062147|73.39652493062147|6.03601275902228|6.03601275902228|6.03601275902228|79.43253768964375|88.64785044740161|70.27171043413385
oil|2020-04-20|2010-01-16|73.41591122692769|74.20681389932938|84.54472106592058|73.41591122692769|73.41591122692769|5.937748355569725|5.937748355569725|5.937748355569725|79.35365958249741|88.77195711921662|70.4964732043629
oil|2020-04-20|2010-01-17|73.4352975232339|74.34464174767535|84.55782061079103|73.4352975232339|73.4352975232339|5.809663862284842|5.809663862284842|5.809663862284842|79.24496138551874|88.78571164133058|70.62740966029158
