"date","consumptionValue"
2011-10-15,89.9687096774194
2011-10-16,90.0329032258065
2011-10-17,90.0970967741935
2011-10-18,90.1612903225806
2011-10-19,90.2254838709677
2011-10-20,90.2896774193548
2011-10-21,90.3538709677419
2011-10-22,90.418064516129
2011-10-23,90.4822580645161
2011-10-24,90.5464516129032
2011-10-25,90.6106451612903
2011-10-26,90.6748387096774
2011-10-27,90.7390322580645
2011-10-28,90.8032258064516
2011-10-29,90.8674193548387
2011-10-30,90.9316129032258
2011-10-31,90.9958064516129
2011-11-01,91.06
2011-11-02,91.0486666666667
2011-11-03,91.0373333333333
2011-11-04,91.026
2011-11-05,91.0146666666667
2011-11-06,91.0033333333333
2011-11-07,90.992
2011-11-08,90.9806666666667
2011-11-09,90.9693333333333
2011-11-10,90.958
2011-11-11,90.9466666666667
2011-11-12,90.9353333333333
2011-11-13,90.924
2011-11-14,90.9126666666667
2011-11-15,90.9013333333333
2011-11-16,90.89
2011-11-17,90.8786666666667
2011-11-18,90.8673333333333
2011-11-19,90.856
2011-11-20,90.8446666666667
2011-11-21,90.8333333333333
2011-11-22,90.822
2011-11-23,90.8106666666667
2011-11-24,90.7993333333333
2011-11-25,90.788
2011-11-26,90.7766666666667
2011-11-27,90.7653333333333
2011-11-28,90.754
2011-11-29,90.7426666666667
2011-11-30,90.7313333333333
2011-12-01,90.72
2011-12-02,90.6209677419355
2011-12-03,90.521935483871
2011-12-04,90.4229032258065
2011-12-05,90.3238709677419
2011-12-06,90.2248387096774
2011-12-07,90.1258064516129
2011-12-08,90.0267741935484
2011-12-09,89.9277419354839
2011-12-10,89.8287096774194
2011-12-11,89.7296774193548
2011-12-12,89.6306451612903
2011-12-13,89.5316129032258
2011-12-14,89.4325806451613
2011-12-15,89.3335483870968
2011-12-16,89.2345161290323
2011-12-17,89.1354838709677
2011-12-18,89.0364516129032
2011-12-19,88.9374193548387
2011-12-20,88.8383870967742
2011-12-21,88.7393548387097
2011-12-22,88.6403225806452
2011-12-23,88.5412903225807
2011-12-24,88.4422580645161
2011-12-25,88.3432258064516
2011-12-26,88.2441935483871
2011-12-27,88.1451612903226
2011-12-28,88.0461290322581
2011-12-29,87.9470967741936
2011-12-30,87.848064516129
2011-12-31,87.7490322580645
2012-01-01,87.65
2012-01-02,87.7848387096774
2012-01-03,87.9196774193548
2012-01-04,88.0545161290323
2012-01-05,88.1893548387097
2012-01-06,88.3241935483871
2012-01-07,88.4590322580645
2012-01-08,88.5938709677419
2012-01-09,88.7287096774194
2012-01-10,88.8635483870968
2012-01-11,88.9983870967742
2012-01-12,89.1332258064516
2012-01-13,89.268064516129
2012-01-14,89.4029032258065
2012-01-15,89.5377419354839
2012-01-16,89.6725806451613
2012-01-17,89.8074193548387
2012-01-18,89.9422580645161
2012-01-19,90.0770967741935
2012-01-20,90.211935483871
2012-01-21,90.3467741935484
2012-01-22,90.4816129032258
2012-01-23,90.6164516129032
2012-01-24,90.7512903225806
2012-01-25,90.8861290322581
2012-01-26,91.0209677419355
2012-01-27,91.1558064516129
2012-01-28,91.2906451612903
2012-01-29,91.4254838709677
2012-01-30,91.5603225806452
2012-01-31,91.6951612903226
2012-02-01,91.83
2012-02-02,91.7603448275862
2012-02-03,91.6906896551724
2012-02-04,91.6210344827586
2012-02-05,91.5513793103448
2012-02-06,91.481724137931
2012-02-07,91.4120689655172
2012-02-08,91.3424137931034
2012-02-09,91.2727586206897
2012-02-10,91.2031034482759
2012-02-11,91.1334482758621
2012-02-12,91.0637931034483
2012-02-13,90.9941379310345
2012-02-14,90.9244827586207
2012-02-15,90.8548275862069
2012-02-16,90.7851724137931
2012-02-17,90.7155172413793
2012-02-18,90.6458620689655
2012-02-19,90.5762068965517
2012-02-20,90.5065517241379
2012-02-21,90.4368965517241
2012-02-22,90.3672413793103
2012-02-23,90.2975862068966
2012-02-24,90.2279310344828
2012-02-25,90.158275862069
2012-02-26,90.0886206896552
2012-02-27,90.0189655172414
2012-02-28,89.9493103448276
2012-02-29,89.8796551724138
2012-03-01,89.81
2012-03-02,89.758064516129
2012-03-03,89.7061290322581
2012-03-04,89.6541935483871
2012-03-05,89.6022580645161
2012-03-06,89.5503225806452
2012-03-07,89.4983870967742
2012-03-08,89.4464516129032
2012-03-09,89.3945161290323
2012-03-10,89.3425806451613
2012-03-11,89.2906451612903
2012-03-12,89.2387096774194
2012-03-13,89.1867741935484
2012-03-14,89.1348387096774
2012-03-15,89.0829032258064
2012-03-16,89.0309677419355
2012-03-17,88.9790322580645
2012-03-18,88.9270967741936
2012-03-19,88.8751612903226
2012-03-20,88.8232258064516
2012-03-21,88.7712903225807
2012-03-22,88.7193548387097
2012-03-23,88.6674193548387
2012-03-24,88.6154838709678
2012-03-25,88.5635483870968
2012-03-26,88.5116129032258
2012-03-27,88.4596774193548
2012-03-28,88.4077419354839
2012-03-29,88.3558064516129
2012-03-30,88.3038709677419
2012-03-31,88.251935483871
2012-04-01,88.2
2012-04-02,88.2696666666667
2012-04-03,88.3393333333333
2012-04-04,88.409
2012-04-05,88.4786666666667
2012-04-06,88.5483333333333
2012-04-07,88.618
2012-04-08,88.6876666666667
2012-04-09,88.7573333333333
2012-04-10,88.827
2012-04-11,88.8966666666667
2012-04-12,88.9663333333333
2012-04-13,89.036
2012-04-14,89.1056666666667
2012-04-15,89.1753333333333
2012-04-16,89.245
2012-04-17,89.3146666666667
2012-04-18,89.3843333333333
2012-04-19,89.454
2012-04-20,89.5236666666667
2012-04-21,89.5933333333333
2012-04-22,89.663
2012-04-23,89.7326666666667
2012-04-24,89.8023333333333
2012-04-25,89.872
2012-04-26,89.9416666666667
2012-04-27,90.0113333333333
2012-04-28,90.081
2012-04-29,90.1506666666667
2012-04-30,90.2203333333333
2012-05-01,90.29
2012-05-02,90.2987096774194
2012-05-03,90.3074193548387
2012-05-04,90.3161290322581
2012-05-05,90.3248387096774
2012-05-06,90.3335483870968
2012-05-07,90.3422580645161
2012-05-08,90.3509677419355
2012-05-09,90.3596774193548
2012-05-10,90.3683870967742
2012-05-11,90.3770967741935
