ds|trend|yhat_lower|yhat_upper|trend_lower|trend_upper|additive_terms|additive_terms_lower|additive_terms_upper|dollarindex|dollarindex_lower|dollarindex_upper|extra_regressors_additive|extra_regressors_additive_lower|extra_regressors_additive_upper|weekly|weekly_lower|weekly_upper|multiplicative_terms|multiplicative_terms_lower|multiplicative_terms_upper|yhat
2020-06-15|45.659521422804055|54.79767242610244|66.5087261123032|45.659521422804055|45.659521422804055|15.114590121195999|15.114590121195999|15.114590121195999|14.814723128952568|14.814723128952568|14.814723128952568|14.814723128952568|14.814723128952568|14.814723128952568|0.2998669922434293|0.2998669922434293|0.2998669922434293|0.0|0.0|0.0|60.77411154400005
2020-06-16|45.461927574127|55.10934121081816|65.91580076053728|45.461927574127|45.461927574127|14.896794848008533|14.896794848008533|14.896794848008533|14.760377281366202|14.760377281366202|14.760377281366202|14.760377281366202|14.760377281366202|14.760377281366202|0.13641756664233326|0.13641756664233326|0.13641756664233326|0.0|0.0|0.0|60.358722422135536
2020-06-17|45.26433372544996|54.60724944894685|65.47016101766489|45.26433372544996|45.26433372544996|14.944821516218816|14.944821516218816|14.944821516218816|14.833728569352568|14.833728569352568|14.833728569352568|14.833728569352568|14.833728569352568|14.833728569352568|0.11109294686624978|0.11109294686624978|0.11109294686624978|0.0|0.0|0.0|60.209155241668775
2020-06-18|45.06673987822741|54.89122686035512|65.09192585794978|45.06673987822741|45.06673987822741|14.835120945583173|14.835120945583173|14.835120945583173|14.907671075630619|14.907671075630619|14.907671075630619|14.907671075630619|14.907671075630619|14.907671075630619|-0.0725501300474463|-0.0725501300474463|-0.0725501300474463|0.0|0.0|0.0|59.90186082381058
2020-06-19|44.869146031004846|54.01520834897334|64.78772225210612|44.869146031004846|44.869146031004846|14.647342538920215|14.647342538920215|14.647342538920215|15.045321074253502|15.045321074253502|15.045321074253502|15.045321074253502|15.045321074253502|15.045321074253502|-0.3979785353332875|-0.3979785353332875|-0.3979785353332875|0.0|0.0|0.0|59.51648856992506
2020-06-20|44.671552183782296|53.8801890265871|65.10475691796842|44.671552183782296|44.671552183782296|14.896844671087026|14.896844671087026|14.896844671087026|15.05481691113224|15.05481691113224|15.05481691113224|15.05481691113224|15.05481691113224|15.05481691113224|-0.1579722400452154|-0.1579722400452154|-0.1579722400452154|0.0|0.0|0.0|59.56839685486932
2020-06-21|44.47395833655974|54.33282245506903|65.32506720909156|44.47395833655974|44.47395833655974|15.1457133898579|15.1457133898579|15.1457133898579|15.064589990185777|15.064589990185777|15.064589990185777|15.064589990185777|15.064589990185777|15.064589990185777|0.08112339967212245|0.08112339967212245|0.08112339967212245|0.0|0.0|0.0|59.619671726417636
2020-06-22|44.27636448933719|54.12541358194288|65.27837712589066|44.27636448933719|44.27636448933719|15.418016304552868|15.418016304552868|15.418016304552868|15.118149312309264|15.118149312309264|15.118149312309264|15.118149312309264|15.118149312309264|15.118149312309264|0.299866992243604|0.299866992243604|0.299866992243604|0.0|0.0|0.0|59.69438079389006
2020-06-23|44.07877064211463|53.56149827111164|64.78855833144186|44.07877064211463|44.07877064211463|15.20022106618428|15.20022106618428|15.20022106618428|15.063803499541498|15.063803499541498|15.063803499541498|15.063803499541498|15.063803499541498|15.063803499541498|0.1364175666427836|0.1364175666427836|0.1364175666427836|0.0|0.0|0.0|59.2789917082989
2020-06-24|43.88117679489208|53.67114387628053|64.37166489257612|43.88117679489208|43.88117679489208|15.248247769213092|15.248247769213092|15.248247769213092|15.137154822346556|15.137154822346556|15.137154822346556|15.137154822346556|15.137154822346556|15.137154822346556|0.11109294686653509|0.11109294686653509|0.11109294686653509|0.0|0.0|0.0|59.12942456410517
2020-06-25|43.68358294766952|53.210202063165255|64.09970254765348|43.68358294766952|43.68358294766952|15.138547198577893|15.138547198577893|15.138547198577893|15.211097328624243|15.211097328624243|15.211097328624243|15.211097328624243|15.211097328624243|15.211097328624243|-0.07255013004635016|-0.07255013004635016|-0.07255013004635016|0.0|0.0|0.0|58.82213014624742
