ds|trend|yhat_lower|yhat_upper|trend_lower|trend_upper|additive_terms|additive_terms_lower|additive_terms_upper|weekly|weekly_lower|weekly_upper|yearly|yearly_lower|yearly_upper|multiplicative_terms|multiplicative_terms_lower|multiplicative_terms_upper|yhat
2015-02-21|94.36090982092601|92.43545598771959|95.84341461134895|94.36090982092603|94.36090982092603|-0.16805015987266708|-0.16805015987266708|-0.16805015987266708|0.0038001439946842783|0.0038001439946842783|0.0038001439946842783|-0.1718503038673514|-0.1718503038673514|-0.1718503038673514|0.0|0.0|0.0|94.19285966105335
2015-02-22|94.38296543871614|92.43274802092256|95.8067478287241|94.38296543871614|94.38296543871614|-0.15776475957564937|-0.15776475957564937|-0.15776475957564937|-0.005063716434983503|-0.005063716434983503|-0.005063716434983503|-0.15270104314066585|-0.15270104314066585|-0.15270104314066585|0.0|0.0|0.0|94.22520067914049
2015-02-23|94.40502105650627|92.52359728738644|95.86480298172945|94.40502105650627|94.40502105650627|-0.13856012012003424|-0.13856012012003424|-0.13856012012003424|-0.004544166134596085|-0.004544166134596085|-0.004544166134596085|-0.13401595398543817|-0.13401595398543817|-0.13401595398543817|0.0|0.0|0.0|94.26646093638624
2015-02-24|94.42707667429642|92.65622067987462|95.98796436048433|94.42707667429642|94.42707667429642|-0.11571963364266115|-0.11571963364266115|-0.11571963364266115|0.0004369352249483664|0.0004369352249483664|0.0004369352249483664|-0.1161565688676095|-0.1161565688676095|-0.1161565688676095|0.0|0.0|0.0|94.31135704065376
2015-02-25|94.44913229208655|92.62246055483915|96.03606716804786|94.44913229208655|94.44913229208655|-0.09232934201131436|-0.09232934201131436|-0.09232934201131436|0.007151617779878478|0.007151617779878478|0.007151617779878478|-0.09948095979119284|-0.09948095979119284|-0.09948095979119284|0.0|0.0|0.0|94.35680295007523
2015-02-26|94.47118790987668|92.66267037264298|96.09004047326461|94.47118790987668|94.47118790987668|-0.09484692649553568|-0.09484692649553568|-0.09484692649553568|-0.010512393059581054|-0.010512393059581054|-0.010512393059581054|-0.08433453343595464|-0.08433453343595464|-0.08433453343595464|0.0|0.0|0.0|94.37634098338114
2015-02-27|94.4932435276668|92.77714332920247|96.00593078004164|94.4932435276668|94.4932435276668|-0.06230921116390183|-0.06230921116390183|-0.06230921116390183|0.008731578629710484|0.008731578629710484|0.008731578629710484|-0.0710407897936123|-0.0710407897936123|-0.0710407897936123|0.0|0.0|0.0|94.4309343165029
2015-02-28|94.51529914545694|92.72486001469967|96.13983559343268|94.51529914545694|94.51529914545694|-0.05609217155752287|-0.05609217155752287|-0.05609217155752287|0.003800143994651107|0.003800143994651107|0.003800143994651107|-0.059892315552173975|-0.059892315552173975|-0.059892315552173975|0.0|0.0|0.0|94.45920697389941
2015-03-01|94.53735476324708|92.88920860466624|96.05858402312984|94.53735476324708|94.53735476324708|-0.056206000797038386|-0.056206000797038386|-0.056206000797038386|-0.005063716434978564|-0.005063716434978564|-0.005063716434978564|-0.05114228436205983|-0.05114228436205983|-0.05114228436205983|0.0|0.0|0.0|94.48114876245005
2015-03-02|94.55941038103721|92.72140989716262|96.15296732731014|94.55941038103721|94.55941038103721|-0.04954089501458884|-0.04954089501458884|-0.04954089501458884|-0.004544166134599384|-0.004544166134599384|-0.004544166134599384|-0.044996728879989456|-0.044996728879989456|-0.044996728879989456|0.0|0.0|0.0|94.50986948602262
2015-03-03|94.58146599882734|92.89389273857601|96.1855337565018|94.58146599882734|94.58146599882734|-0.04117089894603738|-0.04117089894603738|-0.04117089894603738|0.0004369352249759419|0.0004369352249759419|0.0004369352249759419|-0.04160783417101333|-0.04160783417101333|-0.04160783417101333|0.0|0.0|0.0|94.5402950998813
2015-03-04|94.60352161661747|92.89976561005184|96.16447292839972|94.60352161661748|94.60352161661748|-0.0339168612016594|-0.0339168612016594|-0.0339168612016594|0.007151617779887771|0.007151617779887771|0.007151617779887771|-0.04106847898154716|-0.04106847898154716|-0.04106847898154716|0.0|0.0|0.0|94.56960475541581
2015-03-05|94.6255772344076|92.94494171361214|96.23262884577801|94.6255772344076|94.6255772344076|-0.053920614148047|-0.053920614148047|-0.053920614148047|-0.010512393059583994|-0.010512393059583994|-0.010512393059583994|-0.043408221088463|-0.043408221088463|-0.043408221088463|0.0|0.0|0.0|94.57165662025956
2015-03-06|94.64763285219775|92.99412855091398|96.27977409343208|94.64763285219775|94.64763285219775|-0.03985930753058167|-0.03985930753058167|-0.03985930753058167|0.008731578629713516|0.008731578629713516|0.008731578629713516|-0.048590886160295194|-0.048590886160295194|-0.048590886160295194|0.0|0.0|0.0|94.60777354466717
2015-03-07|94.66968846998788|92.85721560227016|96.2674179323822|94.66968846998788|94.66968846998788|-0.05271373328536603|-0.05271373328536603|-0.05271373328536603|0.003800143994684306|0.003800143994684306|0.003800143994684306|-0.056513877280050334|-0.056513877280050334|-0.056513877280050334|0.0|0.0|0.0|94.6169747367025
2015-03-08|94.691744087778|92.93660576859632|96.15957381628276|94.691744087778|94.691744087778|-0.0720729920532264|-0.0720729920532264|-0.0720729920532264|-0.005063716434996304|-0.005063716434996304|-0.005063716434996304|-0.0670092756182301|-0.0670092756182301|-0.0670092756182301|0.0|0.0|0.0|94.61967109572478
2015-03-09|94.71379970556814|93.02007173142792|96.35542328004681|94.71379970556814|94.71379970556814|-0.08439091911543353|-0.08439091911543353|-0.08439091911543353|-0.004544166134622877|-0.004544166134622877|-0.004544166134622877|-0.07984675298081065|-0.07984675298081065|-0.07984675298081065|0.0|0.0|0.0|94.6294087864527
2015-03-10|94.73585532335828|93.0152305878747|96.26663424257326|94.73585532335828|94.73585532335828|-0.0943013302649513|-0.0943013302649513|-0.0943013302649513|0.0004369352249447176|0.0004369352249447176|0.0004369352249447176|-0.09473826548989603|-0.09473826548989603|-0.09473826548989603|0.0|0.0|0.0|94.64155399309332
2015-03-11|94.75791094114841|93.07290862133692|96.41933715005808|94.75791094114841|94.75791094114841|-0.10419282814928145|-0.10419282814928145|-0.10419282814928145|0.007151617779870087|0.007151617779870087|0.007151617779870087|-0.11134444592915155|-0.11134444592915155|-0.11134444592915155|0.0|0.0|0.0|94.65371811299913
2015-03-12|94.77996655893854|92.9194671570666|96.2557004357772|94.77996655893854|94.77996655893854|-0.13979495486834537|-0.13979495486834537|-0.13979495486834537|-0.010512393059579484|-0.010512393059579484|-0.010512393059579484|-0.12928256180876585|-0.12928256180876585|-0.12928256180876585|0.0|0.0|0.0|94.64017160407019
2015-03-13|94.80202217672867|93.03738517940317|96.46527855514341|94.80202217672867|94.80202217672867|-0.13940427980160344|-0.13940427980160344|-0.13940427980160344|0.008731578629693986|0.008731578629693986|0.008731578629693986|-0.14813585843129742|-0.14813585843129742|-0.14813585843129742|0.0|0.0|0.0|94.66261789692706
