commodity|prediction_date|date|trend|yhat_lower|yhat_upper|trend_lower|trend_upper|additive_terms|additive_terms_lower|additive_terms_upper|yhat|sell|buy
oil|2020-03-04|2010-01-01|76.77610082796154|75.7280344568086|85.44954012217498|76.77610082796154|76.77610082796154|3.7144354234510955|3.7144354234510955|3.7144354234510955|80.49053625141264|89.72201712828374|71.94163273396816
oil|2020-03-04|2010-01-02|76.77560596012545|74.64452175235292|83.89114959883446|76.77560596012545|76.77560596012545|2.6549932039868067|2.6549932039868067|2.6549932039868067|79.43059916411225|88.08570707877618|70.91229566473527
oil|2020-03-04|2010-01-03|76.77511109228932|74.77779465379592|83.77043834698365|76.77511109228932|76.77511109228932|2.6407560028106616|2.6407560028106616|2.6407560028106616|79.41586709509998|87.95896026433284|71.03890492110612
oil|2020-03-04|2010-01-04|76.77461622445323|74.83435060104244|84.45108604647764|76.77461622445323|76.77461622445323|2.5799908055461205|2.5799908055461205|2.5799908055461205|79.35460702999934|88.67364034880153|71.09263307099032
oil|2020-03-04|2010-01-05|76.7741213566171|74.62143327453188|83.69837886717478|76.7741213566171|76.7741213566171|2.5946131880577803|2.5946131880577803|2.5946131880577803|79.36873454467488|87.88329781053352|70.89036161080529
oil|2020-03-04|2010-01-06|76.773626488781|74.59600706134293|83.85571760779514|76.773626488781|76.773626488781|2.5975157979062264|2.5975157979062264|2.5975157979062264|79.37114228668723|88.0485034881849|70.86620670827578
oil|2020-03-04|2010-01-07|76.7731316209449|74.666969632094|83.99288593065867|76.7731316209449|76.7731316209449|2.503255569542979|2.503255569542979|2.503255569542979|79.27638719048787|88.19253022719161|70.93362115048929
oil|2020-03-04|2010-01-08|76.77263675310878|74.39159323144705|83.91038785615868|76.77263675310878|76.77263675310878|2.46117998106224|2.46117998106224|2.46117998106224|79.23381673417103|88.10590724896662|70.6720135698747
oil|2020-03-04|2010-01-09|76.77214188527267|74.71671696011178|83.92337739619269|76.77214188527267|76.77214188527267|2.4349244055313224|2.4349244055313224|2.4349244055313224|79.207066290804|88.11954626600233|70.98088111210619
oil|2020-03-04|2010-01-10|76.77164701743658|74.69097429256868|83.82002616036152|76.77164701743658|76.77164701743658|2.3813724304914388|2.3813724304914388|2.3813724304914388|79.15301944792802|88.0110274683796|70.95642557794025
oil|2020-03-04|2010-01-11|76.77115214960045|74.17688893108136|83.67119072197399|76.77115214960045|76.77115214960045|2.278956187503987|2.278956187503987|2.278956187503987|79.05010833710445|87.85475025807268|70.4680444845273
oil|2020-03-04|2010-01-12|76.77065728176436|74.77275514820107|83.77843607861027|76.77065728176436|76.77065728176436|2.2502874286149184|2.2502874286149184|2.2502874286149184|79.02094471037928|87.96735788254078|71.03411739079101
oil|2020-03-04|2010-01-13|76.77016241392823|74.45651669479737|83.49208209608625|76.77016241392823|76.77016241392823|2.2090023321492738|2.2090023321492738|2.2090023321492738|78.9791647460775|87.66668620089057|70.73369086005751
oil|2020-03-04|2010-01-14|76.76966754609214|74.15781802895341|83.71054490530295|76.76966754609214|76.76966754609214|2.0704382438622684|2.0704382438622684|2.0704382438622684|78.8401057899544|87.8960721505681|70.44992712750575
oil|2020-03-04|2010-01-15|76.76917267825603|73.47227222917721|83.91099486762914|76.76917267825603|76.76917267825603|1.984748710382733|1.984748710382733|1.984748710382733|78.75392138863876|88.1065446110106|69.79865861771835
oil|2020-03-04|2010-01-16|76.76867781041992|74.05415868821763|83.72591212569674|76.76867781041992|76.76867781041992|1.91638899484188|1.91638899484188|1.91638899484188|78.6850668052618|87.91220773198158|70.35145075380674
oil|2020-03-04|2010-01-17|76.7681829425838|73.88462254144203|83.10009022893713|76.7681829425838|76.7681829425838|1.8230640955216952|1.8230640955216952|1.8230640955216952|78.59124703810551|87.255094740384|70.19039141436993
oil|2020-03-04|2010-01-18|76.7676880747477|73.63297627648616|82.98127934737659|76.7676880747477|76.7676880747477|1.5932678263970173|1.5932678263970173|1.5932678263970173|78.3609559011447|87.13034331474542|69.95132746266185
oil|2020-03-04|2010-01-19|76.76719320691159|73.83989444234093|83.32029649641848|76.76719320691157|76.76719320691157|1.6226443422905072|1.6226443422905072|1.6226443422905072|78.3898375492021|87.48631132123941|70.14789972022389
oil|2020-03-04|2010-01-20|76.76669833907549|73.66653994061352|83.0583272956808|76.76669833907548|76.76669833907548|1.553333824947099|1.553333824947099|1.553333824947099|78.32003216402259|87.21124366046485|69.98321294358284
oil|2020-03-04|2010-01-21|76.76620347123936|73.16430327301765|82.8781675892406|76.76620347123936|76.76620347123936|1.3921231162137404|1.3921231162137404|1.3921231162137404|78.1583265874531|87.02207596870264|69.50608810936677
oil|2020-03-04|2010-01-22|76.76570860340327|73.29524386446053|82.96908215929032|76.76570860340327|76.76570860340327|1.2898054408270219|1.2898054408270219|1.2898054408270219|78.05551404423029|87.11753626725485|69.6304816712375
oil|2020-03-04|2010-01-23|76.76521373556716|73.22575205411798|82.35993598779719|76.76521373556716|76.76521373556716|1.2114030370529667|1.2114030370529667|1.2114030370529667|77.97661677262012|86.47793278718704|69.56446445141208
oil|2020-03-04|2010-01-24|76.76471886773105|73.04743293714586|82.50256901640324|76.76471886773105|76.76471886773105|1.1151044253913365|1.1151044253913365|1.1151044253913365|77.87982329312239|86.62769746722341|69.39506129028857
oil|2020-03-04|2010-01-25|76.76422399989494|73.22921874550784|82.46199323657382|76.76422399989494|76.76422399989494|0.9805423418328694|0.9805423418328694|0.9805423418328694|77.74476634172781|86.58509289840251|69.56775780823244
oil|2020-03-04|2010-01-26|76.76372913205883|72.95708278239135|82.34798572004055|76.76372913205883|76.76372913205883|0.9314034214599727|0.9314034214599727|0.9314034214599727|77.6951325535188|86.46538500604258|69.30922864327178
oil|2020-03-04|2010-01-27|76.76323426422272|72.83047786703338|82.11291662414318|76.76323426422272|76.76323426422272|0.8822529638329213|0.8822529638329213|0.8822529638329213|77.64548722805564|86.21856245535035|69.1889539736817
oil|2020-03-04|2010-01-28|76.76273939638662|72.75481578503293|82.44058154764606|76.76273939638662|76.76273939638662|0.749193330604724|0.749193330604724|0.749193330604724|77.51193272699135|86.56261062502837|69.11707499578128
oil|2020-03-04|2010-01-29|76.7622445285505|72.44528043044383|81.93099044818352|76.7622445285505|76.7622445285505|0.6829626669566113|0.6829626669566113|0.6829626669566113|77.44520719550711|86.0275399705927|68.82301640892163
oil|2020-03-04|2010-01-30|76.7617496607144|72.55384928134224|81.92240432428717|76.7617496607144|76.7617496607144|0.6484064560318785|0.6484064560318785|0.6484064560318785|77.41015611674628|86.01852454050153|68.92615681727513
oil|2020-03-04|2010-01-31|76.76125479287828|72.65504745289347|82.22413856315146|76.76125479287828|76.76125479287828|0.6034142252308107|0.6034142252308107|0.6034142252308107|77.36466901810908|86.33534549130903|69.0222950802488
oil|2020-03-04|2010-02-01|76.76075992504218|72.63678073931321|81.70871755736951|76.76075992504218|76.76075992504218|0.5271988738180216|0.5271988738180216|0.5271988738180216|77.2879587988602|85.79415343523799|69.00494170234755
oil|2020-03-04|2010-02-02|76.76026505720607|72.90677108838364|82.20853804376182|76.76026505720607|76.76026505720607|0.5429097615194693|0.5429097615194693|0.5429097615194693|77.30317481872554|86.31896494594992|69.26143253396445
oil|2020-03-04|2010-02-03|76.75977018936996|72.58069082653502|81.99317463787023|76.75977018936996|76.75977018936996|0.5644629113099279|0.5644629113099279|0.5644629113099279|77.32423310067989|86.09283336976374|68.95165628520826
oil|2020-03-04|2010-02-04|76.75927532153385|72.65113558326787|82.15694596484265|76.75927532153385|76.75927532153385|0.50720686389059|0.50720686389059|0.50720686389059|77.26648218542444|86.26479326308478|69.01857880410448
oil|2020-03-04|2010-02-05|76.75878045369774|72.71700997416224|81.69731835215114|76.75878045369774|76.75878045369774|0.5210308257540852|0.5210308257540852|0.5210308257540852|77.27981127945182|85.7821842697587|69.08115947545413
oil|2020-03-04|2010-02-06|76.75828558586163|72.27569602988555|81.51882385033211|76.75828558586163|76.75828558586163|0.5698475321992512|0.5698475321992512|0.5698475321992512|77.32813311806088|85.59476504284872|68.66191122839128
oil|2020-03-04|2010-02-07|76.75779071802552|72.86944951567375|82.01487559159489|76.75779071802552|76.75779071802552|0.6105430175945179|0.6105430175945179|0.6105430175945179|77.36833373562004|86.11561937117463|69.22597703989005
oil|2020-03-04|2010-02-08|76.75729585018941|72.48222498373076|82.07007959303743|76.75729585018941|76.75729585018941|0.6212705972346132|0.6212705972346132|0.6212705972346132|77.37856644742402|86.17358357268931|68.85811373454422
oil|2020-03-04|2010-02-09|76.7568009823533|72.82445669637507|82.46773661099846|76.7568009823533|76.7568009823533|0.7240799979207064|0.7240799979207064|0.7240799979207064|77.48088098027401|86.59112344154839|69.1832338615563
oil|2020-03-04|2010-02-10|76.7563061145172|72.96472637528854|82.27327138347309|76.7563061145172|76.7563061145172|0.8317647524887363|0.8317647524887363|0.8317647524887363|77.58807086700594|86.38693495264674|69.3164900565241
oil|2020-03-04|2010-02-11|76.75581124668108|72.67896287740984|82.48652747646797|76.75581124668108|76.75581124668108|0.8585461253498056|0.8585461253498056|0.8585461253498056|77.61435737203088|86.61085385029138|69.04501473353935
oil|2020-03-04|2010-02-12|76.75531637884498|73.03793975552477|82.5251675876429|76.75531637884498|76.75531637884498|0.9531999119302959|0.9531999119302959|0.9531999119302959|77.70851629077528|86.65142596702505|69.38604276774853
oil|2020-03-04|2010-02-13|76.75482151100886|73.02118779137663|82.36097158114767|76.75482151100886|76.75482151100886|1.0785582105665965|1.0785582105665965|1.0785582105665965|77.83337972157545|86.47902016020505|69.3701284018078
oil|2020-03-04|2010-02-14|76.75432664317276|73.31496682654489|82.39183366181692|76.75432664317276|76.75432664317276|1.1904780181437382|1.1904780181437382|1.1904780181437382|77.9448046613165|86.51142534490776|69.64921848521765
oil|2020-03-04|2010-02-15|76.75383177533665|73.7190924245792|83.0090221690633|76.75383177533665|76.75383177533665|1.5830545273707588|1.5830545273707588|1.5830545273707588|78.33688630270741|87.15947327751647|70.03313780335024
oil|2020-03-04|2010-02-16|76.75333690750054|73.36036681217996|82.89529130266965|76.75333690750054|76.75333690750054|1.4267632198773652|1.4267632198773652|1.4267632198773652|78.1801001273779|87.04005586780313|69.69234847157097
oil|2020-03-04|2010-02-17|76.75284203966443|73.37753422960768|83.10541647478894|76.75284203966443|76.75284203966443|1.5843329702607094|1.5843329702607094|1.5843329702607094|78.33717500992513|87.2606872985284|69.70865751812728
oil|2020-03-04|2010-02-18|76.75234717182833|73.99137880012157|83.04412657471929|76.75234717182833|76.75234717182833|1.6524356573595356|1.6524356573595356|1.6524356573595356|78.40478282918787|87.19633290345526|70.29180986011548
oil|2020-03-04|2010-02-19|76.75185230399221|74.083922022146|83.14123013215186|76.75185230399221|76.75185230399221|1.7793307238531122|1.7793307238531122|1.7793307238531122|78.53118302784532|87.29829163875945|70.3797259210387
oil|2020-03-04|2010-02-20|76.75135743615611|73.66460352525168|83.4491191487013|76.75135743615611|76.75135743615611|1.9274770258362743|1.9274770258362743|1.9274770258362743|78.67883446199238|87.62157510613636|69.9813733489891
oil|2020-03-04|2010-02-21|76.75086256831999|73.435997549942|83.67642765823959|76.75086256831997|76.75086256831997|2.0525100403728835|2.0525100403728835|2.0525100403728835|78.80337260869287|87.86024904115158|69.7641976724449
oil|2020-03-04|2010-02-22|76.75036770048389|74.16780500099117|83.37868143755105|76.75036770048388|76.75036770048388|2.131560227902728|2.131560227902728|2.131560227902728|78.88192792838662|87.54761550942861|70.4594147509416
oil|2020-03-04|2010-02-23|76.74987283264778|74.3077501217595|83.57981172108578|76.74987283264778|76.74987283264778|2.2859029472652574|2.2859029472652574|2.2859029472652574|79.03577577991304|87.75880230714007|70.59236261567152
oil|2020-03-04|2010-02-24|76.74937796481167|74.33777636635962|83.80938120209683|76.74937796481167|76.74937796481167|2.4278225538129763|2.4278225538129763|2.4278225538129763|79.17720051862464|87.99985026220168|70.62088754804164
oil|2020-03-04|2010-02-25|76.74888309697556|74.73955163778051|83.9320783741984|76.74888309697556|76.74888309697556|2.471308529747258|2.471308529747258|2.471308529747258|79.22019162672282|88.12868229290832|71.00257405589149
oil|2020-03-04|2010-02-26|76.74838822913945|74.36858222804737|84.20168571373887|76.74838822913945|76.74838822913945|2.565189649664362|2.565189649664362|2.565189649664362|79.31357787880381|88.41176999942581|70.650153116645
oil|2020-03-04|2010-02-27|76.74789336130334|74.50619426616313|84.49581634651406|76.74789336130334|76.74789336130334|2.6726380278276545|2.6726380278276545|2.6726380278276545|79.420531389131|88.72060716383977|70.78088455285497
oil|2020-03-04|2010-02-28|76.74739849346724|74.47610702645348|84.67812544661354|76.74739849346724|76.74739849346724|2.7501347424754057|2.7501347424754057|2.7501347424754057|79.49753323594265|88.91203171894422|70.7523016751308
oil|2020-03-04|2010-03-01|76.74690362563112|74.88544716145637|84.21247802925632|76.74690362563112|76.74690362563112|2.7757739350100747|2.7757739350100747|2.7757739350100747|79.5226775606412|88.42310193071914|71.14117480338355
oil|2020-03-04|2010-03-02|76.74640875779502|75.12207661363698|84.01463728384891|76.74640875779502|76.74640875779502|2.8718960162693765|2.8718960162693765|2.8718960162693765|79.6183047740644|88.21536914804136|71.36597278295513
oil|2020-03-04|2010-03-03|76.74591388995891|74.85709500776834|84.2946623511551|76.74591388995891|76.74591388995891|2.951932901032204|2.951932901032204|2.951932901032204|79.69784679099112|88.50939546871285|71.11424025737992
oil|2020-03-04|2010-03-04|76.7454190221228|75.07081819634244|84.7585201486242|76.7454190221228|76.7454190221228|2.9310834617355894|2.9310834617355894|2.9310834617355894|79.6765024838584|88.99644615605541|71.31727728652533
oil|2020-03-04|2010-03-05|76.7449241542867|75.17968116189539|84.50761804175882|76.74492415428671|76.74492415428671|2.9594255909988316|2.9594255909988316|2.9594255909988316|79.70434974528553|88.73299894384677|71.42069710380062
oil|2020-03-04|2010-03-06|76.74442928645058|74.82938615486671|84.53750769225597|76.74442928645058|76.74442928645058|3.001397143223928|3.001397143223928|3.001397143223928|79.74582642967451|88.76438307686877|71.08791684712337
oil|2020-03-04|2010-03-07|76.74393441861447|75.21439744317638|84.9143038108828|76.74393441861447|76.74393441861447|3.014737902847419|3.014737902847419|3.014737902847419|79.75867232146189|89.16001900142695|71.45367757101756
oil|2020-03-04|2010-03-08|76.74343955077838|74.9208900584907|84.11960787676826|76.74343955077838|76.74343955077838|2.9787699483425167|2.9787699483425167|2.9787699483425167|79.7222094991209|88.32558827060667|71.17484555556616
oil|2020-03-04|2010-03-09|76.74294468294225|75.02510256141736|84.66752566169701|76.74294468294225|76.74294468294225|3.017007524264175|3.017007524264175|3.017007524264175|79.75995220720642|88.90090194478186|71.27384743334649
oil|2020-03-04|2010-03-10|76.74244981510616|75.04136908668602|84.27650394984491|76.74244981510616|76.74244981510616|3.043979820860078|3.043979820860078|3.043979820860078|79.78642963596623|88.49032914733716|71.28930063235171
oil|2020-03-04|2010-03-11|76.74195494727003|75.15438957584692|84.2540897371286|76.74195494727003|76.74195494727003|2.9758853181526805|2.9758853181526805|2.9758853181526805|79.71784026542271|88.46679422398503|71.39667009705457
oil|2020-03-04|2010-03-12|76.74146007943393|75.1964635235162|84.47828507142104|76.74146007943393|76.74146007943393|2.9636845269560492|2.9636845269560492|2.9636845269560492|79.70514460638998|88.7021993249921|71.43664034734039
oil|2020-03-04|2010-03-13|76.74096521159782|75.0984144982099|84.37502600088452|76.74096521159782|76.74096521159782|2.972563806659625|2.972563806659625|2.972563806659625|79.71352901825745|88.59377730092875|71.3434937732994
oil|2020-03-04|2010-03-14|76.74047034376171|74.99546722722839|84.36989704940879|76.74047034376171|76.74047034376171|2.960862773975894|2.960862773975894|2.960862773975894|79.7013331177376|88.58839190187923|71.24569386586697
oil|2020-03-04|2010-03-15|76.7399754759256|74.91222251453401|84.42917534666164|76.7399754759256|76.7399754759256|2.908342986683424|2.908342986683424|2.908342986683424|79.64831846260903|88.65063411399473|71.16661138880731
oil|2020-03-04|2010-03-16|76.7394806080895|75.0876363668946|84.48457333371833|76.73948060808951|76.73948060808951|2.9387892702372147|2.9387892702372147|2.9387892702372147|79.6782698783267|88.70880200040425|71.33325454854986
oil|2020-03-04|2010-03-17|76.73898574025338|74.48028221288527|84.29655830513478|76.73898574025338|76.73898574025338|2.96682727664183|2.96682727664183|2.96682727664183|79.70581301689522|88.51138622039153|70.75626810224101
oil|2020-03-04|2010-03-18|76.73849087241727|74.73142531808847|84.1335033189274|76.73849087241727|76.73849087241727|2.9085760517888124|2.9085760517888124|2.9085760517888124|79.64706692420609|88.34017848487377|70.99485405218404
oil|2020-03-04|2010-03-19|76.73799600458116|75.0614717623643|84.29436016667051|76.73799600458116|76.73799600458116|2.914742489156415|2.914742489156415|2.914742489156415|79.65273849373757|88.50907817500405|71.3083981742461
oil|2020-03-04|2010-03-20|76.73750113674505|74.98026185974213|84.37752880544141|76.73750113674505|76.73750113674505|2.950090319759628|2.950090319759628|2.950090319759628|79.68759145650468|88.59640524571348|71.23124876675502
