ds|trend|yhat_lower|yhat_upper|trend_lower|trend_upper|additive_terms|additive_terms_lower|additive_terms_upper|weekly|weekly_lower|weekly_upper|multiplicative_terms|multiplicative_terms_lower|multiplicative_terms_upper|yhat
2020-05-31|-6.658531077445802|-6.947544518003448|-6.361712730345896|-6.658531077445802|-6.658531077445802|-0.0010209168764291976|-0.0010209168764291976|-0.0010209168764291976|-0.0010209168764291976|-0.0010209168764291976|-0.0010209168764291976|0.0|0.0|0.0|-6.659551994322231
2020-06-01|-6.602399891132233|-6.903136097286899|-6.294779099945043|-6.602399891132233|-6.602399891132233|-0.0020785222062251704|-0.0020785222062251704|-0.0020785222062251704|-0.0020785222062251704|-0.0020785222062251704|-0.0020785222062251704|0.0|0.0|0.0|-6.604478413338458
2020-06-02|-6.546268704818664|-6.8412161221027725|-6.231572854430169|-6.546268704818665|-6.546268704818665|0.0004710257777489515|0.0004710257777489515|0.0004710257777489515|0.0004710257777489515|0.0004710257777489515|0.0004710257777489515|0.0|0.0|0.0|-6.545797679040915
2020-06-03|-6.490137518505094|-6.800762332066016|-6.170603867931622|-6.490137518505094|-6.490137518505094|0.0015860587173955555|0.0015860587173955555|0.0015860587173955555|0.0015860587173955555|0.0015860587173955555|0.0015860587173955555|0.0|0.0|0.0|-6.488551459787698
2020-06-04|-6.434006332191525|-6.722447386170425|-6.156892848894607|-6.434006332191525|-6.434006332191525|0.002296474646922019|0.002296474646922019|0.002296474646922019|0.002296474646922019|0.002296474646922019|0.002296474646922019|0.0|0.0|0.0|-6.431709857544603
2020-06-05|-6.3778751458779555|-6.652095029806138|-6.0715613628020115|-6.3778751458779555|-6.3778751458779555|0.0025148769002802662|0.0025148769002802662|0.0025148769002802662|0.0025148769002802662|0.0025148769002802662|0.0025148769002802662|0.0|0.0|0.0|-6.375360268977675
2020-06-06|-6.321743959564387|-6.612440634711698|-6.036545485982717|-6.321743959564387|-6.321743959564387|-0.0037689969597018|-0.0037689969597018|-0.0037689969597018|-0.0037689969597018|-0.0037689969597018|-0.0037689969597018|0.0|0.0|0.0|-6.325512956524088
2020-06-07|-6.265612773250816|-6.573646686396615|-5.974441371429608|-6.265612773250816|-6.265612773250816|-0.0010209168764289916|-0.0010209168764289916|-0.0010209168764289916|-0.0010209168764289916|-0.0010209168764289916|-0.0010209168764289916|0.0|0.0|0.0|-6.266633690127245
2020-06-08|-6.2094815869372475|-6.501380092518877|-5.942372338875405|-6.2094815869372475|-6.2094815869372475|-0.0020785222062224707|-0.0020785222062224707|-0.0020785222062224707|-0.0020785222062224707|-0.0020785222062224707|-0.0020785222062224707|0.0|0.0|0.0|-6.21156010914347
2020-06-09|-6.153350400623679|-6.4508294764519185|-5.856127522769589|-6.153350400623679|-6.153350400623679|0.00047102577774374855|0.00047102577774374855|0.00047102577774374855|0.00047102577774374855|0.00047102577774374855|0.00047102577774374855|0.0|0.0|0.0|-6.152879374845935
2020-06-10|-6.097219214310108|-6.369459587648651|-5.807210092984942|-6.097219214310108|-6.097219214310108|0.001586058717411157|0.001586058717411157|0.001586058717411157|0.001586058717411157|0.001586058717411157|0.001586058717411157|0.0|0.0|0.0|-6.095633155592697
2020-06-11|-6.0410880279965395|-6.342967349393678|-5.750134733399278|-6.0410880279965395|-6.0410880279965395|0.002296474646929812|0.002296474646929812|0.002296474646929812|0.002296474646929812|0.002296474646929812|0.002296474646929812|0.0|0.0|0.0|-6.0387915533496095
2020-06-12|-5.984956841682969|-6.265587988277304|-5.694242887417597|-5.984956841682969|-5.984956841682969|0.002514876900279087|0.002514876900279087|0.002514876900279087|0.002514876900279087|0.002514876900279087|0.002514876900279087|0.0|0.0|0.0|-5.98244196478269
2020-06-13|-5.9288256553694|-6.228975879252186|-5.638769561448583|-5.928825655369401|-5.928825655369401|-0.00376899695970219|-0.00376899695970219|-0.00376899695970219|-0.00376899695970219|-0.00376899695970219|-0.00376899695970219|0.0|0.0|0.0|-5.932594652329103
2020-06-14|-5.872694469055832|-6.159770055566782|-5.562073974668479|-5.872694469055832|-5.872694469055832|-0.0010209168764307851|-0.0010209168764307851|-0.0010209168764307851|-0.0010209168764307851|-0.0010209168764307851|-0.0010209168764307851|0.0|0.0|0.0|-5.873715385932262
2020-06-15|-5.816563282742262|-6.132662155935694|-5.522191972093223|-5.816563282742262|-5.816563282742262|-0.002078522206219771|-0.002078522206219771|-0.002078522206219771|-0.002078522206219771|-0.002078522206219771|-0.002078522206219771|0.0|0.0|0.0|-5.818641804948482
2020-06-16|-5.760432096428692|-6.039450415249235|-5.47751327549588|-5.760432096428692|-5.760432096428692|0.00047102577775259|0.00047102577775259|0.00047102577775259|0.00047102577775259|0.00047102577775259|0.00047102577775259|0.0|0.0|0.0|-5.75996107065094
2020-06-17|-5.704300909299458|-5.993617727392065|-5.413602784801574|-5.704300909299457|-5.704300909299457|0.0015860587174039804|0.0015860587174039804|0.0015860587174039804|0.0015860587174039804|0.0015860587174039804|0.0015860587174039804|0.0|0.0|0.0|-5.702714850582054
2020-06-18|-5.648169722170225|-5.953632015266247|-5.349099351585091|-5.648169722170225|-5.648169722170225|0.0022964746469277316|0.0022964746469277316|0.0022964746469277316|0.0022964746469277316|0.0022964746469277316|0.0022964746469277316|0.0|0.0|0.0|-5.645873247523298
2020-06-19|-5.592038535040992|-5.887569564059896|-5.311616755927089|-5.592038535040992|-5.592038535040992|0.002514876900277908|0.002514876900277908|0.002514876900277908|0.002514876900277908|0.002514876900277908|0.002514876900277908|0.0|0.0|0.0|-5.589523658140713
