commodity|prediction_date|date|trend|yhat_lower|yhat_upper|trend_lower|trend_upper|additive_terms|additive_terms_lower|additive_terms_upper|yhat|sell|buy
oil|2020-03-06|2010-01-01|76.64882519942846|75.69807823041229|85.30583822752718|76.64882519942846|76.64882519942846|3.8969533718885274|3.8969533718885274|3.8969533718885274|80.54577857131699|89.57113013890354|71.91317431889168
oil|2020-03-06|2010-01-02|76.6516864401123|74.83329576026445|84.47684163122116|76.6516864401123|76.6516864401123|2.849113771388346|2.849113771388346|2.849113771388346|79.50080021150065|88.70068371278222|71.09163097225122
oil|2020-03-06|2010-01-03|76.65454768079614|74.94672839905903|84.15380393420054|76.65454768079614|76.65454768079614|2.830635518024184|2.830635518024184|2.830635518024184|79.48518319882032|88.36149413091057|71.19939197910607
oil|2020-03-06|2010-01-04|76.65740892147997|74.72961769977783|84.27797071797164|76.65740892147997|76.65740892147997|2.7670519681873325|2.7670519681873325|2.7670519681873325|79.4244608896673|88.49186925387022|70.99313681478894
oil|2020-03-06|2010-01-05|76.66027016216381|74.92591060682678|84.14056328017836|76.66027016216381|76.66027016216381|2.774900206793688|2.774900206793688|2.774900206793688|79.4351703689575|88.34759144418727|71.17961507648543
oil|2020-03-06|2010-01-06|76.66313140284765|74.7099544889545|84.23512300580714|76.66313140284765|76.66313140284765|2.7722786727380764|2.7722786727380764|2.7722786727380764|79.43541007558574|88.4468791560975|70.97445676450677
oil|2020-03-06|2010-01-07|76.66599264353148|74.48525028579418|83.88579348605546|76.66599264353148|76.66599264353148|2.655041908698618|2.655041908698618|2.655041908698618|79.3210345522301|88.08008316035824|70.76098777150447
oil|2020-03-06|2010-01-08|76.66885388421532|74.42285205525681|84.18579553091465|76.66885388421532|76.66885388421532|2.602781190898562|2.602781190898562|2.602781190898562|79.27163507511389|88.39508530746038|70.70170945249397
oil|2020-03-06|2010-01-09|76.67171512489915|74.5729008371507|83.87367111087207|76.67171512489915|76.67171512489915|2.5904480395683867|2.5904480395683867|2.5904480395683867|79.26216316446754|88.06735466641567|70.84425579529317
oil|2020-03-06|2010-01-10|76.674576365583|75.02146501195091|83.69271185003672|76.674576365583|76.674576365583|2.5304732545251025|2.5304732545251025|2.5304732545251025|79.2050496201081|87.87734744253855|71.27039176135337
oil|2020-03-06|2010-01-11|76.67743760626685|74.29251346527623|83.74025939109183|76.67743760626685|76.67743760626685|2.423131629861223|2.423131629861223|2.423131629861223|79.10056923612807|87.92727236064643|70.57788779201242
oil|2020-03-06|2010-01-12|76.68029884695068|74.30144034909173|84.1872247732197|76.68029884695068|76.68029884695068|2.3857292130880126|2.3857292130880126|2.3857292130880126|79.06602806003869|88.39658601188069|70.58636833163715
oil|2020-03-06|2010-01-13|76.68316008763452|74.13003324264673|83.39517446913548|76.68316008763452|76.68316008763452|2.3371787937933424|2.3371787937933424|2.3371787937933424|79.02033888142786|87.56493319259226|70.42353158051439
oil|2020-03-06|2010-01-14|76.68602132831835|74.07590551367953|83.62570545994917|76.68602132831835|76.68602132831835|2.1741819370785542|2.1741819370785542|2.1741819370785542|78.8602032653969|87.80699073294663|70.37211023799556
oil|2020-03-06|2010-01-15|76.68888256900219|73.95972332036668|83.38017221991598|76.68888256900219|76.68888256900219|2.0771962070781895|2.0771962070781895|2.0771962070781895|78.76607877608038|87.54918083091178|70.26173715434834
oil|2020-03-06|2010-01-16|76.69174380968603|74.1635126746768|83.42212995623491|76.69174380968603|76.69174380968603|2.0220447836770497|2.0220447836770497|2.0220447836770497|78.71378859336308|87.59323645404666|70.45533704094295
oil|2020-03-06|2010-01-17|76.69460505036986|73.92481995940092|83.34505379144997|76.69460505036986|76.69460505036986|1.9220213274210403|1.9220213274210403|1.9220213274210403|78.6166263777909|87.51230648102248|70.22857896143087
oil|2020-03-06|2010-01-18|76.6974662910537|73.56902672884831|83.1000677208791|76.6974662910537|76.6974662910537|1.6773854340205496|1.6773854340205496|1.6773854340205496|78.37485172507425|87.25507110692305|69.89057539240589
