"date","oilInventory","inventoryChange","nonOPECProductionChange","saudiProductionChange","nonoecdConsumptionChange","oecdConsumptionChange","capacityPercentChange","worldConsumptionChange","worldGDPChange"
2012-01-29,1727018.71428571,3.11846153846154,0.722307692307692,0.844615384615385,3.57076923076923,-0.860769230769231,0.92,1.24769230769231,3.58923076923077
2012-01-30,1727612.57142857,3.02912087912088,0.71989010989011,0.842637362637363,3.57043956043956,-0.84043956043956,0.932857142857143,1.25868131868132,3.5867032967033
2012-01-31,1728206.42857143,2.93978021978022,0.717472527472528,0.840659340659341,3.57010989010989,-0.82010989010989,0.945714285714286,1.26967032967033,3.58417582417582
2012-02-01,1728800.28571429,2.85043956043956,0.715054945054945,0.838681318681319,3.56978021978022,-0.79978021978022,0.958571428571429,1.28065934065934,3.58164835164835
2012-02-02,1729394.14285714,2.7610989010989,0.712637362637363,0.836703296703297,3.56945054945055,-0.779450549450549,0.971428571428572,1.29164835164835,3.57912087912088
2012-02-03,1729988,2.67175824175824,0.71021978021978,0.834725274725275,3.56912087912088,-0.759120879120879,0.984285714285714,1.30263736263736,3.57659340659341
2012-02-04,1729420.85714286,2.58241758241758,0.707802197802198,0.832747252747253,3.56879120879121,-0.738791208791209,0.997142857142857,1.31362637362637,3.57406593406593
2012-02-05,1728853.71428571,2.49307692307692,0.705384615384615,0.830769230769231,3.56846153846154,-0.718461538461538,1.01,1.32461538461538,3.57153846153846
2012-02-06,1728286.57142857,2.40373626373626,0.702967032967033,0.828791208791209,3.56813186813187,-0.698131868131868,1.02285714285714,1.3356043956044,3.56901098901099
2012-02-07,1727719.42857143,2.3143956043956,0.700549450549451,0.826813186813187,3.5678021978022,-0.677802197802198,1.03571428571429,1.34659340659341,3.56648351648352
2012-02-08,1727152.28571429,2.22505494505495,0.698131868131868,0.824835164835165,3.56747252747253,-0.657472527472527,1.04857142857143,1.35758241758242,3.56395604395604
2012-02-09,1726585.14285714,2.13571428571429,0.695714285714286,0.822857142857143,3.56714285714286,-0.637142857142857,1.06142857142857,1.36857142857143,3.56142857142857
2012-02-10,1726018,2.04637362637363,0.693296703296703,0.820879120879121,3.56681318681319,-0.616813186813187,1.07428571428571,1.37956043956044,3.5589010989011
2012-02-11,1726482.57142857,1.95703296703297,0.690879120879121,0.818901098901099,3.56648351648352,-0.596483516483516,1.08714285714286,1.39054945054945,3.55637362637363
2012-02-12,1726947.14285714,1.86769230769231,0.688461538461538,0.816923076923077,3.56615384615385,-0.576153846153846,1.1,1.40153846153846,3.55384615384615
2012-02-13,1727411.71428571,1.77835164835165,0.686043956043956,0.814945054945055,3.56582417582418,-0.555824175824176,1.11285714285714,1.41252747252747,3.55131868131868
2012-02-14,1727876.28571429,1.68901098901099,0.683626373626374,0.812967032967033,3.56549450549451,-0.535494505494506,1.12571428571429,1.42351648351648,3.54879120879121
2012-02-15,1728340.85714286,1.59967032967033,0.681208791208791,0.810989010989011,3.56516483516484,-0.515164835164835,1.13857142857143,1.43450549450549,3.54626373626374
2012-02-16,1728805.42857143,1.51032967032967,0.678791208791209,0.809010989010989,3.56483516483516,-0.494835164835165,1.15142857142857,1.44549450549451,3.54373626373626
2012-02-17,1729270,1.42098901098901,0.676373626373626,0.807032967032967,3.56450549450549,-0.474505494505494,1.16428571428571,1.45648351648352,3.54120879120879
2012-02-18,1729346.85714286,1.33164835164835,0.673956043956044,0.805054945054945,3.56417582417582,-0.454175824175824,1.17714285714286,1.46747252747253,3.53868131868132
2012-02-19,1729423.71428571,1.24230769230769,0.671538461538462,0.803076923076923,3.56384615384615,-0.433846153846154,1.19,1.47846153846154,3.53615384615385
2012-02-20,1729500.57142857,1.15296703296703,0.669120879120879,0.801098901098901,3.56351648351648,-0.413516483516484,1.20285714285714,1.48945054945055,3.53362637362637
2012-02-21,1729577.42857143,1.06362637362637,0.666703296703297,0.799120879120879,3.56318681318681,-0.393186813186813,1.21571428571429,1.50043956043956,3.5310989010989
2012-02-22,1729654.28571429,0.974285714285715,0.664285714285714,0.797142857142857,3.56285714285714,-0.372857142857143,1.22857142857143,1.51142857142857,3.52857142857143
2012-02-23,1729731.14285714,0.884945054945056,0.661868131868132,0.795164835164835,3.56252747252747,-0.352527472527473,1.24142857142857,1.52241758241758,3.52604395604396
2012-02-24,1729808,0.795604395604396,0.659450549450549,0.793186813186813,3.5621978021978,-0.332197802197802,1.25428571428571,1.53340659340659,3.52351648351648
2012-02-25,1729607.85714286,0.706263736263737,0.657032967032967,0.791208791208791,3.56186813186813,-0.311868131868132,1.26714285714286,1.5443956043956,3.52098901098901
2012-02-26,1729407.71428571,0.616923076923078,0.654615384615385,0.789230769230769,3.56153846153846,-0.291538461538462,1.28,1.55538461538462,3.51846153846154
2012-02-27,1729207.57142857,0.527582417582418,0.652197802197802,0.787252747252747,3.56120879120879,-0.271208791208791,1.29285714285714,1.56637362637363,3.51593406593407
2012-02-28,1729007.42857143,0.43824175824176,0.64978021978022,0.785274725274725,3.56087912087912,-0.250879120879121,1.30571428571429,1.57736263736264,3.51340659340659
2012-02-29,1728807.28571429,0.348901098901099,0.647362637362637,0.783296703296703,3.56054945054945,-0.230549450549451,1.31857142857143,1.58835164835165,3.51087912087912
2012-03-01,1728607.14285714,0.25956043956044,0.644945054945055,0.781318681318681,3.56021978021978,-0.21021978021978,1.33142857142857,1.59934065934066,3.50835164835165
2012-03-02,1728407,0.170219780219782,0.642527472527473,0.779340659340659,3.55989010989011,-0.18989010989011,1.34428571428571,1.61032967032967,3.50582417582418
2012-03-03,1727772.28571429,0.0808791208791213,0.64010989010989,0.777362637362637,3.55956043956044,-0.16956043956044,1.35714285714286,1.62131868131868,3.5032967032967
2012-03-04,1727137.57142857,-0.00846153846153719,0.637692307692308,0.775384615384615,3.55923076923077,-0.149230769230769,1.37,1.63230769230769,3.50076923076923
2012-03-05,1726502.85714286,-0.0978021978021975,0.635274725274725,0.773406593406593,3.5589010989011,-0.128901098901099,1.38285714285714,1.6432967032967,3.49824175824176
2012-03-06,1725868.14285714,-0.187142857142857,0.632857142857143,0.771428571428571,3.55857142857143,-0.108571428571429,1.39571428571429,1.65428571428571,3.49571428571429
2012-03-07,1725233.42857143,-0.276483516483515,0.63043956043956,0.769450549450549,3.55824175824176,-0.0882417582417583,1.40857142857143,1.66527472527473,3.49318681318681
2012-03-08,1724598.71428571,-0.365824175824176,0.628021978021978,0.767472527472527,3.55791208791209,-0.0679120879120878,1.42142857142857,1.67626373626374,3.49065934065934
2012-03-09,1723964,-0.455164835164834,0.625604395604396,0.765494505494505,3.55758241758242,-0.0475824175824175,1.43428571428571,1.68725274725275,3.48813186813187
2012-03-10,1724184.57142857,-0.544505494505493,0.623186813186813,0.763516483516483,3.55725274725275,-0.0272527472527473,1.44714285714286,1.69824175824176,3.4856043956044
2012-03-11,1724405.14285714,-0.633846153846154,0.620769230769231,0.761538461538461,3.55692307692308,-0.00692307692307681,1.46,1.70923076923077,3.48307692307692
2012-03-12,1724625.71428571,-0.723186813186812,0.618351648351648,0.75956043956044,3.55659340659341,0.0134065934065934,1.47285714285714,1.72021978021978,3.48054945054945
2012-03-13,1724846.28571429,-0.812527472527472,0.615934065934066,0.757582417582418,3.55626373626374,0.0337362637362637,1.48571428571429,1.73120879120879,3.47802197802198
2012-03-14,1725066.85714286,-0.901868131868131,0.613516483516483,0.755604395604396,3.55593406593407,0.0540659340659342,1.49857142857143,1.7421978021978,3.47549450549451
2012-03-15,1725287.42857143,-0.99120879120879,0.611098901098901,0.753626373626374,3.5556043956044,0.0743956043956044,1.51142857142857,1.75318681318681,3.47296703296703
2012-03-16,1725508,-1.08054945054945,0.608681318681319,0.751648351648352,3.55527472527472,0.0947252747252747,1.52428571428571,1.76417582417582,3.47043956043956
2012-03-17,1726410.85714286,-1.16989010989011,0.606263736263736,0.74967032967033,3.55494505494505,0.115054945054945,1.53714285714286,1.77516483516484,3.46791208791209
2012-03-18,1727313.71428571,-1.25923076923077,0.603846153846154,0.747692307692308,3.55461538461538,0.135384615384615,1.55,1.78615384615385,3.46538461538462
2012-03-19,1728216.57142857,-1.34857142857143,0.601428571428571,0.745714285714286,3.55428571428571,0.155714285714285,1.56285714285714,1.79714285714286,3.46285714285714
2012-03-20,1729119.42857143,-1.43791208791209,0.599010989010989,0.743736263736264,3.55395604395604,0.176043956043956,1.57571428571429,1.80813186813187,3.46032967032967
2012-03-21,1730022.28571429,-1.52725274725275,0.596593406593407,0.741758241758242,3.55362637362637,0.196373626373626,1.58857142857143,1.81912087912088,3.4578021978022
2012-03-22,1730925.14285714,-1.61659340659341,0.594175824175824,0.73978021978022,3.5532967032967,0.216703296703296,1.60142857142857,1.83010989010989,3.45527472527473
2012-03-23,1731828,-1.70593406593407,0.591758241758242,0.737802197802198,3.55296703296703,0.237032967032967,1.61428571428571,1.8410989010989,3.45274725274725
2012-03-24,1733594.57142857,-1.79527472527472,0.589340659340659,0.735824175824176,3.55263736263736,0.257362637362637,1.62714285714286,1.85208791208791,3.45021978021978
2012-03-25,1735361.14285714,-1.88461538461538,0.586923076923077,0.733846153846154,3.55230769230769,0.277692307692308,1.64,1.86307692307692,3.44769230769231
2012-03-26,1737127.71428571,-1.97395604395604,0.584505494505494,0.731868131868132,3.55197802197802,0.298021978021978,1.65285714285714,1.87406593406593,3.44516483516484
2012-03-27,1738894.28571429,-2.0632967032967,0.582087912087912,0.72989010989011,3.55164835164835,0.318351648351648,1.66571428571429,1.88505494505494,3.44263736263736
2012-03-28,1740660.85714286,-2.15263736263736,0.57967032967033,0.727912087912088,3.55131868131868,0.338681318681319,1.67857142857143,1.89604395604396,3.44010989010989
2012-03-29,1742427.42857143,-2.24197802197802,0.577252747252747,0.725934065934066,3.55098901098901,0.359010989010989,1.69142857142857,1.90703296703297,3.43758241758242
2012-03-30,1744194,-2.33131868131868,0.574835164835165,0.723956043956044,3.55065934065934,0.379340659340659,1.70428571428571,1.91802197802198,3.43505494505495
2012-03-31,1743600.71428571,-2.42065934065934,0.572417582417582,0.721978021978022,3.55032967032967,0.39967032967033,1.71714285714286,1.92901098901099,3.43252747252747
2012-04-01,1743007.42857143,-2.51,0.57,0.72,3.55,0.42,1.73,1.94,3.43
2012-04-02,1742414.14285714,-1.84505494505494,0.567692307692308,0.713186813186813,3.5589010989011,0.393956043956044,1.72274725274725,1.93054945054945,3.42824175824176
2012-04-03,1741820.85714286,-1.18010989010989,0.565384615384615,0.706373626373626,3.5678021978022,0.367912087912088,1.71549450549451,1.9210989010989,3.42648351648352
2012-04-04,1741227.57142857,-0.515164835164835,0.563076923076923,0.69956043956044,3.5767032967033,0.341868131868132,1.70824175824176,1.91164835164835,3.42472527472527
2012-04-05,1740634.28571429,0.14978021978022,0.560769230769231,0.692747252747253,3.5856043956044,0.315824175824176,1.70098901098901,1.9021978021978,3.42296703296703
2012-04-06,1740041,0.814725274725275,0.558461538461538,0.685934065934066,3.59450549450549,0.28978021978022,1.69373626373626,1.89274725274725,3.42120879120879
2012-04-07,1739723.14285714,1.47967032967033,0.556153846153846,0.679120879120879,3.60340659340659,0.263736263736264,1.68648351648352,1.8832967032967,3.41945054945055
2012-04-08,1739405.28571429,2.14461538461538,0.553846153846154,0.672307692307692,3.61230769230769,0.237692307692308,1.67923076923077,1.87384615384615,3.41769230769231
2012-04-09,1739087.42857143,2.80956043956044,0.551538461538462,0.665494505494506,3.62120879120879,0.211648351648352,1.67197802197802,1.8643956043956,3.41593406593407
2012-04-10,1738769.57142857,3.47450549450549,0.549230769230769,0.658681318681319,3.63010989010989,0.185604395604396,1.66472527472527,1.85494505494506,3.41417582417582
2012-04-11,1738451.71428571,4.13945054945055,0.546923076923077,0.651868131868132,3.63901098901099,0.15956043956044,1.65747252747253,1.84549450549451,3.41241758241758
2012-04-12,1738133.85714286,4.8043956043956,0.544615384615385,0.645054945054945,3.64791208791209,0.133516483516483,1.65021978021978,1.83604395604396,3.41065934065934
2012-04-13,1737816,5.46934065934066,0.542307692307692,0.638241758241758,3.65681318681319,0.107472527472527,1.64296703296703,1.82659340659341,3.4089010989011
2012-04-14,1737813.28571429,6.13428571428571,0.54,0.631428571428571,3.66571428571429,0.0814285714285714,1.63571428571429,1.81714285714286,3.40714285714286
2012-04-15,1737810.57142857,6.79923076923077,0.537692307692308,0.624615384615385,3.67461538461538,0.0553846153846153,1.62846153846154,1.80769230769231,3.40538461538462
2012-04-16,1737807.85714286,7.46417582417582,0.535384615384615,0.617802197802198,3.68351648351648,0.0293406593406593,1.62120879120879,1.79824175824176,3.40362637362637
2012-04-17,1737805.14285714,8.12912087912088,0.533076923076923,0.610989010989011,3.69241758241758,0.00329670329670323,1.61395604395604,1.78879120879121,3.40186813186813
2012-04-18,1737802.42857143,8.79406593406593,0.530769230769231,0.604175824175824,3.70131868131868,-0.0227472527472528,1.6067032967033,1.77934065934066,3.40010989010989
2012-04-19,1737799.71428571,9.45901098901099,0.528461538461538,0.597362637362637,3.71021978021978,-0.0487912087912088,1.59945054945055,1.76989010989011,3.39835164835165
2012-04-20,1737797,10.123956043956,0.526153846153846,0.590549450549451,3.71912087912088,-0.0748351648351649,1.5921978021978,1.76043956043956,3.39659340659341
2012-04-21,1738069.28571429,10.7889010989011,0.523846153846154,0.583736263736264,3.72802197802198,-0.100879120879121,1.58494505494505,1.75098901098901,3.39483516483517
2012-04-22,1738341.57142857,11.4538461538462,0.521538461538462,0.576923076923077,3.73692307692308,-0.126923076923077,1.57769230769231,1.74153846153846,3.39307692307692
2012-04-23,1738613.85714286,12.1187912087912,0.519230769230769,0.57010989010989,3.74582417582418,-0.152967032967033,1.57043956043956,1.73208791208791,3.39131868131868
2012-04-24,1738886.14285714,12.7837362637363,0.516923076923077,0.563296703296703,3.75472527472527,-0.179010989010989,1.56318681318681,1.72263736263736,3.38956043956044
2012-04-25,1739158.42857143,13.4486813186813,0.514615384615385,0.556483516483516,3.76362637362637,-0.205054945054945,1.55593406593407,1.71318681318681,3.3878021978022
2012-04-26,1739430.71428571,14.1136263736264,0.512307692307692,0.54967032967033,3.77252747252747,-0.231098901098901,1.54868131868132,1.70373626373626,3.38604395604396
2012-04-27,1739703,14.7785714285714,0.51,0.542857142857143,3.78142857142857,-0.257142857142857,1.54142857142857,1.69428571428571,3.38428571428571
2012-04-28,1740156,15.4435164835165,0.507692307692308,0.536043956043956,3.79032967032967,-0.283186813186813,1.53417582417582,1.68483516483516,3.38252747252747
2012-04-29,1740609,16.1084615384615,0.505384615384615,0.529230769230769,3.79923076923077,-0.309230769230769,1.52692307692308,1.67538461538462,3.38076923076923
2012-04-30,1741062,16.7734065934066,0.503076923076923,0.522417582417582,3.80813186813187,-0.335274725274725,1.51967032967033,1.66593406593407,3.37901098901099
2012-05-01,1741515,17.4383516483516,0.500769230769231,0.515604395604396,3.81703296703297,-0.361318681318681,1.51241758241758,1.65648351648352,3.37725274725275
2012-05-02,1741968,18.1032967032967,0.498461538461538,0.508791208791209,3.82593406593407,-0.387362637362637,1.50516483516484,1.64703296703297,3.37549450549451
2012-05-03,1742421,18.7682417582418,0.496153846153846,0.501978021978022,3.83483516483517,-0.413406593406594,1.49791208791209,1.63758241758242,3.37373626373626
2012-05-04,1742874,19.4331868131868,0.493846153846154,0.495164835164835,3.84373626373626,-0.439450549450549,1.49065934065934,1.62813186813187,3.37197802197802
2012-05-05,1743284.28571429,20.0981318681319,0.491538461538461,0.488351648351648,3.85263736263736,-0.465494505494506,1.48340659340659,1.61868131868132,3.37021978021978
2012-05-06,1743694.57142857,20.7630769230769,0.489230769230769,0.481538461538461,3.86153846153846,-0.491538461538462,1.47615384615385,1.60923076923077,3.36846153846154
2012-05-07,1744104.85714286,21.428021978022,0.486923076923077,0.474725274725275,3.87043956043956,-0.517582417582418,1.4689010989011,1.59978021978022,3.3667032967033
2012-05-08,1744515.14285714,22.092967032967,0.484615384615385,0.467912087912088,3.87934065934066,-0.543626373626374,1.46164835164835,1.59032967032967,3.36494505494506
2012-05-09,1744925.42857143,22.7579120879121,0.482307692307692,0.461098901098901,3.88824175824176,-0.56967032967033,1.4543956043956,1.58087912087912,3.36318681318681
2012-05-10,1745335.71428571,23.4228571428571,0.48,0.454285714285714,3.89714285714286,-0.595714285714286,1.44714285714286,1.57142857142857,3.36142857142857
2012-05-11,1745746,24.0878021978022,0.477692307692308,0.447472527472527,3.90604395604396,-0.621758241758242,1.43989010989011,1.56197802197802,3.35967032967033
2012-05-12,1745897,24.7527472527473,0.475384615384615,0.440659340659341,3.91494505494506,-0.647802197802198,1.43263736263736,1.55252747252747,3.35791208791209
2012-05-13,1746048,25.4176923076923,0.473076923076923,0.433846153846154,3.92384615384615,-0.673846153846154,1.42538461538462,1.54307692307692,3.35615384615385
2012-05-14,1746199,26.0826373626374,0.470769230769231,0.427032967032967,3.93274725274725,-0.69989010989011,1.41813186813187,1.53362637362637,3.3543956043956
2012-05-15,1746350,26.7475824175824,0.468461538461538,0.42021978021978,3.94164835164835,-0.725934065934066,1.41087912087912,1.52417582417582,3.35263736263736
2012-05-16,1746501,27.4125274725275,0.466153846153846,0.413406593406593,3.95054945054945,-0.751978021978022,1.40362637362637,1.51472527472527,3.35087912087912
2012-05-17,1746652,28.0774725274725,0.463846153846154,0.406593406593407,3.95945054945055,-0.778021978021978,1.39637362637363,1.50527472527473,3.34912087912088
2012-05-18,1746803,28.7424175824176,0.461538461538462,0.39978021978022,3.96835164835165,-0.804065934065934,1.38912087912088,1.49582417582418,3.34736263736264
2012-05-19,1747588.14285714,29.4073626373626,0.459230769230769,0.392967032967033,3.97725274725275,-0.83010989010989,1.38186813186813,1.48637362637363,3.3456043956044
2012-05-20,1748373.28571429,30.0723076923077,0.456923076923077,0.386153846153846,3.98615384615385,-0.856153846153846,1.37461538461538,1.47692307692308,3.34384615384615
2012-05-21,1749158.42857143,30.7372527472528,0.454615384615385,0.379340659340659,3.99505494505495,-0.882197802197803,1.36736263736264,1.46747252747253,3.34208791208791
2012-05-22,1749943.57142857,31.4021978021978,0.452307692307692,0.372527472527472,4.00395604395604,-0.908241758241758,1.36010989010989,1.45802197802198,3.34032967032967
2012-05-23,1750728.71428571,32.0671428571429,0.45,0.365714285714286,4.01285714285714,-0.934285714285714,1.35285714285714,1.44857142857143,3.33857142857143
2012-05-24,1751513.85714286,32.7320879120879,0.447692307692308,0.358901098901099,4.02175824175824,-0.960329670329671,1.3456043956044,1.43912087912088,3.33681318681319
2012-05-25,1752299,33.397032967033,0.445384615384615,0.352087912087912,4.03065934065934,-0.986373626373626,1.33835164835165,1.42967032967033,3.33505494505494
2012-05-26,1753032.28571429,34.061978021978,0.443076923076923,0.345274725274725,4.03956043956044,-1.01241758241758,1.3310989010989,1.42021978021978,3.3332967032967
2012-05-27,1753765.57142857,34.7269230769231,0.440769230769231,0.338461538461538,4.04846153846154,-1.03846153846154,1.32384615384615,1.41076923076923,3.33153846153846
2012-05-28,1754498.85714286,35.3918681318681,0.438461538461538,0.331648351648352,4.05736263736264,-1.06450549450549,1.31659340659341,1.40131868131868,3.32978021978022
2012-05-29,1755232.14285714,36.0568131868132,0.436153846153846,0.324835164835165,4.06626373626374,-1.09054945054945,1.30934065934066,1.39186813186813,3.32802197802198
2012-05-30,1755965.42857143,36.7217582417582,0.433846153846154,0.318021978021978,4.07516483516484,-1.11659340659341,1.30208791208791,1.38241758241758,3.32626373626374
2012-05-31,1756698.71428571,37.3867032967033,0.431538461538462,0.311208791208791,4.08406593406593,-1.14263736263736,1.29483516483516,1.37296703296703,3.32450549450549
2012-06-01,1757432,38.0516483516483,0.429230769230769,0.304395604395604,4.09296703296703,-1.16868131868132,1.28758241758242,1.36351648351648,3.32274725274725
2012-06-02,1757597.14285714,38.7165934065934,0.426923076923077,0.297582417582418,4.10186813186813,-1.19472527472528,1.28032967032967,1.35406593406593,3.32098901098901
2012-06-03,1757762.28571429,39.3815384615385,0.424615384615385,0.290769230769231,4.11076923076923,-1.22076923076923,1.27307692307692,1.34461538461538,3.31923076923077
2012-06-04,1757927.42857143,40.0464835164835,0.422307692307692,0.283956043956044,4.11967032967033,-1.24681318681319,1.26582417582418,1.33516483516484,3.31747252747253
2012-06-05,1758092.57142857,40.7114285714286,0.42,0.277142857142857,4.12857142857143,-1.27285714285714,1.25857142857143,1.32571428571429,3.31571428571429
2012-06-06,1758257.71428571,41.3763736263736,0.417692307692308,0.27032967032967,4.13747252747253,-1.2989010989011,1.25131868131868,1.31626373626374,3.31395604395604
2012-06-07,1758422.85714286,42.0413186813187,0.415384615384615,0.263516483516483,4.14637362637363,-1.32494505494506,1.24406593406593,1.30681318681319,3.3121978021978
2012-06-08,1758588,42.7062637362637,0.413076923076923,0.256703296703297,4.15527472527473,-1.35098901098901,1.23681318681319,1.29736263736264,3.31043956043956
2012-06-09,1760171,43.3712087912088,0.410769230769231,0.24989010989011,4.16417582417582,-1.37703296703297,1.22956043956044,1.28791208791209,3.30868131868132
2012-06-10,1761754,44.0361538461539,0.408461538461538,0.243076923076923,4.17307692307692,-1.40307692307692,1.22230769230769,1.27846153846154,3.30692307692308
2012-06-11,1763337,44.7010989010989,0.406153846153846,0.236263736263736,4.18197802197802,-1.42912087912088,1.21505494505495,1.26901098901099,3.30516483516484
2012-06-12,1764920,45.366043956044,0.403846153846154,0.229450549450549,4.19087912087912,-1.45516483516484,1.2078021978022,1.25956043956044,3.30340659340659
2012-06-13,1766503,46.030989010989,0.401538461538462,0.222637362637363,4.19978021978022,-1.48120879120879,1.20054945054945,1.25010989010989,3.30164835164835
2012-06-14,1768086,46.6959340659341,0.399230769230769,0.215824175824176,4.20868131868132,-1.50725274725275,1.1932967032967,1.24065934065934,3.29989010989011
2012-06-15,1769669,47.3608791208791,0.396923076923077,0.209010989010989,4.21758241758242,-1.5332967032967,1.18604395604396,1.23120879120879,3.29813186813187
2012-06-16,1770040,48.0258241758242,0.394615384615385,0.202197802197802,4.22648351648352,-1.55934065934066,1.17879120879121,1.22175824175824,3.29637362637363
2012-06-17,1770411,48.6907692307692,0.392307692307692,0.195384615384615,4.23538461538462,-1.58538461538462,1.17153846153846,1.21230769230769,3.29461538461538
2012-06-18,1770782,49.3557142857143,0.39,0.188571428571429,4.24428571428571,-1.61142857142857,1.16428571428571,1.20285714285714,3.29285714285714
2012-06-19,1771153,50.0206593406593,0.387692307692308,0.181758241758242,4.25318681318681,-1.63747252747253,1.15703296703297,1.19340659340659,3.2910989010989
2012-06-20,1771524,50.6856043956044,0.385384615384615,0.174945054945055,4.26208791208791,-1.66351648351648,1.14978021978022,1.18395604395604,3.28934065934066
2012-06-21,1771895,51.3505494505494,0.383076923076923,0.168131868131868,4.27098901098901,-1.68956043956044,1.14252747252747,1.17450549450549,3.28758241758242
2012-06-22,1772266,52.0154945054945,0.380769230769231,0.161318681318681,4.27989010989011,-1.7156043956044,1.13527472527473,1.16505494505495,3.28582417582418
2012-06-23,1771683.85714286,52.6804395604396,0.378461538461538,0.154505494505494,4.28879120879121,-1.74164835164835,1.12802197802198,1.1556043956044,3.28406593406593
2012-06-24,1771101.71428571,53.3453846153846,0.376153846153846,0.147692307692308,4.29769230769231,-1.76769230769231,1.12076923076923,1.14615384615385,3.28230769230769
2012-06-25,1770519.57142857,54.0103296703297,0.373846153846154,0.140879120879121,4.30659340659341,-1.79373626373626,1.11351648351648,1.1367032967033,3.28054945054945
2012-06-26,1769937.42857143,54.6752747252747,0.371538461538462,0.134065934065934,4.31549450549451,-1.81978021978022,1.10626373626374,1.12725274725275,3.27879120879121
2012-06-27,1769355.28571429,55.3402197802198,0.369230769230769,0.127252747252747,4.3243956043956,-1.84582417582418,1.09901098901099,1.1178021978022,3.27703296703297
2012-06-28,1768773.14285714,56.0051648351648,0.366923076923077,0.12043956043956,4.3332967032967,-1.87186813186813,1.09175824175824,1.10835164835165,3.27527472527473
2012-06-29,1768191,56.6701098901099,0.364615384615385,0.113626373626374,4.3421978021978,-1.89791208791209,1.08450549450549,1.0989010989011,3.27351648351648
2012-06-30,1768590.28571429,57.3350549450549,0.362307692307692,0.106813186813187,4.3510989010989,-1.92395604395604,1.07725274725275,1.08945054945055,3.27175824175824
2012-07-01,1768989.57142857,58,0.36,0.1,4.36,-1.95,1.07,1.08,3.27
2012-07-02,1769388.85714286,57.9570652173913,0.36804347826087,0.0966304347826087,4.36858695652174,-1.93565217391304,1.06934782608696,1.09184782608696,3.26847826086957
2012-07-03,1769788.14285714,57.9141304347826,0.376086956521739,0.0932608695652174,4.37717391304348,-1.92130434782609,1.06869565217391,1.10369565217391,3.26695652173913
2012-07-04,1770187.42857143,57.8711956521739,0.384130434782609,0.0898913043478261,4.38576086956522,-1.90695652173913,1.06804347826087,1.11554347826087,3.2654347826087
2012-07-05,1770586.71428571,57.8282608695652,0.392173913043478,0.0865217391304348,4.39434782608696,-1.89260869565217,1.06739130434783,1.12739130434783,3.26391304347826
2012-07-06,1770986,57.7853260869565,0.400217391304348,0.0831521739130435,4.4029347826087,-1.87826086956522,1.06673913043478,1.13923913043478,3.26239130434783
2012-07-07,1771190.28571429,57.7423913043478,0.408260869565217,0.0797826086956522,4.41152173913044,-1.86391304347826,1.06608695652174,1.15108695652174,3.26086956521739
2012-07-08,1771394.57142857,57.6994565217391,0.416304347826087,0.0764130434782609,4.42010869565217,-1.8495652173913,1.0654347826087,1.1629347826087,3.25934782608696
2012-07-09,1771598.85714286,57.6565217391304,0.424347826086957,0.0730434782608696,4.42869565217391,-1.83521739130435,1.06478260869565,1.17478260869565,3.25782608695652
2012-07-10,1771803.14285714,57.6135869565217,0.432391304347826,0.0696739130434783,4.43728260869565,-1.82086956521739,1.06413043478261,1.18663043478261,3.25630434782609
2012-07-11,1772007.42857143,57.570652173913,0.440434782608696,0.066304347826087,4.44586956521739,-1.80652173913043,1.06347826086957,1.19847826086957,3.25478260869565
2012-07-12,1772211.71428571,57.5277173913043,0.448478260869565,0.0629347826086957,4.45445652173913,-1.79217391304348,1.06282608695652,1.21032608695652,3.25326086956522
2012-07-13,1772416,57.4847826086957,0.456521739130435,0.0595652173913044,4.46304347826087,-1.77782608695652,1.06217391304348,1.22217391304348,3.25173913043478
2012-07-14,1773863.14285714,57.441847826087,0.464565217391304,0.056195652173913,4.47163043478261,-1.76347826086957,1.06152173913043,1.23402173913043,3.25021739130435
2012-07-15,1775310.28571429,57.3989130434783,0.472608695652174,0.0528260869565217,4.48021739130435,-1.74913043478261,1.06086956521739,1.24586956521739,3.24869565217391
2012-07-16,1776757.42857143,57.3559782608696,0.480652173913043,0.0494565217391304,4.48880434782609,-1.73478260869565,1.06021739130435,1.25771739130435,3.24717391304348
2012-07-17,1778204.57142857,57.3130434782609,0.488695652173913,0.0460869565217391,4.49739130434783,-1.7204347826087,1.0595652173913,1.2695652173913,3.24565217391304
2012-07-18,1779651.71428571,57.2701086956522,0.496739130434783,0.0427173913043478,4.50597826086957,-1.70608695652174,1.05891304347826,1.28141304347826,3.24413043478261
2012-07-19,1781098.85714286,57.2271739130435,0.504782608695652,0.0393478260869565,4.5145652173913,-1.69173913043478,1.05826086956522,1.29326086956522,3.24260869565217
2012-07-20,1782546,57.1842391304348,0.512826086956522,0.0359782608695652,4.52315217391304,-1.67739130434783,1.05760869565217,1.30510869565217,3.24108695652174
2012-07-21,1781514,57.1413043478261,0.520869565217391,0.0326086956521739,4.53173913043478,-1.66304347826087,1.05695652173913,1.31695652173913,3.2395652173913
2012-07-22,1780482,57.0983695652174,0.528913043478261,0.0292391304347826,4.54032608695652,-1.64869565217391,1.05630434782609,1.32880434782609,3.23804347826087
2012-07-23,1779450,57.0554347826087,0.53695652173913,0.0258695652173913,4.54891304347826,-1.63434782608696,1.05565217391304,1.34065217391304,3.23652173913043
2012-07-24,1778418,57.0125,0.545,0.0225,4.5575,-1.62,1.055,1.3525,3.235
