ds|trend|yhat_lower|yhat_upper|trend_lower|trend_upper|additive_terms|additive_terms_lower|additive_terms_upper|capacityPercentChange|capacityPercentChange_lower|capacityPercentChange_upper|extra_regressors_additive|extra_regressors_additive_lower|extra_regressors_additive_upper|inventoryChange|inventoryChange_lower|inventoryChange_upper|nonOPECProductionChange|nonOPECProductionChange_lower|nonOPECProductionChange_upper|nonoecdConsumptionChange|nonoecdConsumptionChange_lower|nonoecdConsumptionChange_upper|oecdConsumptionChange|oecdConsumptionChange_lower|oecdConsumptionChange_upper|oilRigs|oilRigs_lower|oilRigs_upper|saudiProductionChange|saudiProductionChange_lower|saudiProductionChange_upper|weekly|weekly_lower|weekly_upper|worldConsumptionChange|worldConsumptionChange_lower|worldConsumptionChange_upper|multiplicative_terms|multiplicative_terms_lower|multiplicative_terms_upper|yhat
2020-09-15|2000251.2342544193|2065113.9142900135|2074898.5565325483|2000251.2342544193|2000251.2342544193|69646.73028414237|69646.73028414237|69646.73028414237|17848.416573651666|17848.416573651666|17848.416573651666|69624.15686980309|69624.15686980309|69624.15686980309|14932.28389378723|14932.28389378723|14932.28389378723|198774.08281427456|198774.08281427456|198774.08281427456|-69908.86945939952|-69908.86945939952|-69908.86945939952|-35118.810453876074|-35118.810453876074|-35118.810453876074|-107925.37018086748|-107925.37018086748|-107925.37018086748|28956.205801211196|28956.205801211196|28956.205801211196|22.573414339274425|22.573414339274425|22.573414339274425|22066.217881021545|22066.217881021545|22066.217881021545|0.0|0.0|0.0|2069897.9645385616
2020-09-16|1999362.1946090043|2064768.7623510105|2074561.8547683572|1999362.1946090043|1999362.1946090043|70143.38607894999|70143.38607894999|70143.38607894999|17799.309687838508|17799.309687838508|17799.309687838508|70222.24577043373|70222.24577043373|70222.24577043373|14876.94047737396|14876.94047737396|14876.94047737396|199211.11924026223|199211.11924026223|199211.11924026223|-69525.91818739804|-69525.91818739804|-69525.91818739804|-34943.02368028081|-34943.02368028081|-34943.02368028081|-107143.77421571706|-107143.77421571706|-107143.77421571706|27915.30811863565|27915.30811863565|27915.30811863565|-78.8596914837441|-78.8596914837441|-78.8596914837441|22032.28432971931|22032.28432971931|22032.28432971931|0.0|0.0|0.0|2069505.5806879543
2020-09-17|1998473.1549635893|2064443.275603669|2074081.4270531223|1998473.1549635893|1998473.1549635893|70669.47960903842|70669.47960903842|70669.47960903842|17767.39036873269|17767.39036873269|17767.39036873269|70706.89122756851|70706.89122756851|70706.89122756851|14821.434112860898|14821.434112860898|14821.434112860898|199674.63605465475|199674.63605465475|199674.63605465475|-69138.02517189646|-69138.02517189646|-69138.02517189646|-34663.50762004141|-34663.50762004141|-34663.50762004141|-106360.86751410531|-106360.86751410531|-106360.86751410531|26853.649351810585|26853.649351810585|26853.649351810585|-37.411618530073824|-37.411618530073824|-37.411618530073824|21752.181645552784|21752.181645552784|21752.181645552784|0.0|0.0|0.0|2069142.6345726277
2020-09-18|1997584.1153181742|2063959.2213197316|2073800.1430299294|1997584.1153181742|1997584.1153181742|71146.0552736553|71146.0552736553|71146.0552736553|17754.47105639765|17754.47105639765|17754.47105639765|71050.9445815389|71050.9445815389|71050.9445815389|14768.272704841827|14768.272704841827|14768.272704841827|200232.64258522357|200232.64258522357|200232.64258522357|-68755.35856272322|-68755.35856272322|-68755.35856272322|-34820.15388986402|-34820.15388986402|-34820.15388986402|-105598.63748212198|-105598.63748212198|-105598.63748212198|25690.82801228318|25690.82801228318|25690.82801228318|95.11069211639|95.11069211639|95.11069211639|21778.880157501906|21778.880157501906|21778.880157501906|0.0|0.0|0.0|2068730.1705918296
2020-09-19|1996695.075672759|2063416.775079919|2073193.9479471308|1996695.0756727592|1996695.0756727592|71713.3995046267|71713.3995046267|71713.3995046267|17255.62813736681|17255.62813736681|17255.62813736681|71696.77365257597|71696.77365257597|71696.77365257597|14712.594758934985|14712.594758934985|14712.594758934985|200686.23761281217|200686.23761281217|200686.23761281217|-68344.75272336077|-68344.75272336077|-68344.75272336077|-33326.76610016449|-33326.76610016449|-33326.76610016449|-104838.52660926685|-104838.52660926685|-104838.52660926685|24640.83063984033|24640.83063984033|24640.83063984033|16.625852050722166|16.625852050722166|16.625852050722166|20911.527936413782|20911.527936413782|20911.527936413782|0.0|0.0|0.0|2068408.4751773856
2020-09-20|1995841.9160039015|2062691.4653080509|2072534.5668959275|1995841.9160039015|1995841.9160039015|71914.02918523866|71914.02918523866|71914.02918523866|17227.308752017114|17227.308752017114|17227.308752017114|71912.6362869725|71912.6362869725|71912.6362869725|14644.495747351773|14644.495747351773|14644.495747351773|201064.6777672453|201064.6777672453|201064.6777672453|-67835.06126508869|-67835.06126508869|-67835.06126508869|-33138.98592441469|-33138.98592441469|-33138.98592441469|-104075.37329920808|-104075.37329920808|-104075.37329920808|23335.684969042555|23335.684969042555|23335.684969042555|1.3928982661480733|1.3928982661480733|1.3928982661480733|20689.889540027238|20689.889540027238|20689.889540027238|0.0|0.0|0.0|2067755.9451891403
2020-09-21|1994988.7563350438|2062049.4822356603|2072111.0324801067|1994988.7563350438|1994988.7563350438|72169.72298953607|72169.72298953607|72169.72298953607|17096.639362699058|17096.639362699058|17096.639362699058|72189.15453629491|72189.15453629491|72189.15453629491|14575.900450950672|14575.900450950672|14575.900450950672|201430.53276176998|201430.53276176998|201430.53276176998|-67320.5907082839|-67320.5907082839|-67320.5907082839|-32707.615361143507|-32707.615361143507|-32707.615361143507|-103310.3246049046|-103310.3246049046|-103310.3246049046|22059.396675966862|22059.396675966862|22059.396675966862|-19.431546758835413|-19.431546758835413|-19.431546758835413|20365.21595924033|20365.21595924033|20365.21595924033|0.0|0.0|0.0|2067158.47932458
2020-09-22|1994135.596666186|2061744.4431832891|2071345.8831496157|1994135.596666186|1994135.596666186|72447.64129107288|72447.64129107288|72447.64129107288|17067.836286565635|17067.836286565635|17067.836286565635|72425.06787673385|72425.06787673385|72425.06787673385|14507.720939056515|14507.720939056515|14507.720939056515|201789.5082671167|201789.5082671167|201789.5082671167|-66820.49844403782|-66820.49844403782|-66820.49844403782|-32521.21805746322|-32521.21805746322|-32521.21805746322|-102535.60932842016|-102535.60932842016|-102535.60932842016|20790.142488881636|20790.142488881636|20790.142488881636|22.57341433901938|22.57341433901938|22.57341433901938|20147.185725034604|20147.185725034604|20147.185725034604|0.0|0.0|0.0|2066583.2379572587
2020-09-23|1993282.4369973284|2060981.4928958782|2070332.0415798018|1993282.4369973284|1993282.4369973284|72656.31588094929|72656.31588094929|72656.31588094929|17009.760947324663|17009.760947324663|17009.760947324663|72735.175572433|72735.175572433|72735.175572433|14439.77794532723|14439.77794532723|14439.77794532723|202150.56461190552|202150.56461190552|202150.56461190552|-66338.87164409494|-66338.87164409494|-66338.87164409494|-32329.823291687408|-32329.823291687408|-32329.823291687408|-101749.82495968249|-101749.82495968249|-101749.82495968249|19490.39907857929|19490.39907857929|19490.39907857929|-78.8596914837283|-78.8596914837283|-78.8596914837283|20063.192884761116|20063.192884761116|20063.192884761116|0.0|0.0|0.0|2065938.7528782778
2020-09-24|1992429.2773284707|2060617.900541077|2070466.0812443185|1992429.2773284707|1992429.2773284707|72894.42820610663|72894.42820610663|72894.42820610663|16968.87317479029|16968.87317479029|16968.87317479029|72931.83982463645|72931.83982463645|72931.83982463645|14371.672003498143|14371.672003498143|14371.672003498143|202538.10134509928|202538.10134509928|202538.10134509928|-65852.3031006519|-65852.3031006519|-65852.3031006519|-32034.69923926504|-32034.69923926504|-32034.69923926504|-100962.72985448372|-100962.72985448372|-100962.72985448372|18169.894584027556|18169.894584027556|18169.894584027556|-37.411618529827436|-37.411618529827436|-37.411618529827436|19733.030911621856|19733.030911621856|19733.030911621856|0.0|0.0|0.0|2065323.7055345774
2020-09-25|1991576.1176596128|2059783.0715713957|2069527.7255071423|1991576.1176596128|1991576.1176596128|73083.02266579225|73083.02266579225|73083.02266579225|16946.985409026725|16946.985409026725|16946.985409026725|72987.911973676|72987.911973676|72987.911973676|14305.911018163044|14305.911018163044|14305.911018163044|203020.1277944689|203020.1277944689|203020.1277944689|-65370.96096353726|-65370.96096353726|-65370.96096353726|-32175.73751690421|-32175.73751690421|-32175.73751690421|-100196.31141891326|-100196.31141891326|-100196.31141891326|16748.22751677378|16748.22751677378|16748.22751677378|95.11069211625474|95.11069211625474|95.11069211625474|19709.670134598284|19709.670134598284|19709.670134598284|0.0|0.0|0.0|2064659.140325405
2020-09-26|1990722.9579907553|2059062.1916212742|2069009.051006465|1990722.9579907553|1990722.9579907553|73362.38569183255|73362.38569183255|73362.38569183255|16439.174036566288|16439.174036566288|16439.174036566288|73345.75983978185|73345.75983978185|73345.75983978185|14237.633494940175|14237.633494940175|14237.633494940175|203397.7427408587|203397.7427408587|203397.7427408587|-64861.679596233356|-64861.679596233356|-64861.679596233356|-30666.741735018924|-30666.741735018924|-30666.741735018924|-99432.0121424711|-99432.0121424711|-99432.0121424711|15439.384416604124|15439.384416604124|15439.384416604124|16.625852050723495|16.625852050723495|16.625852050723495|18792.258624535923|18792.258624535923|18792.258624535923|0.0|0.0|0.0|2064085.3436825878
2020-09-27|1989869.7983218976|2058821.6938507818|2068528.1084730013|1989869.7983218976|1989869.7983218976|73563.0153724444|73563.0153724444|73563.0153724444|16410.85465121703|16410.85465121703|16410.85465121703|73561.62247417824|73561.62247417824|73561.62247417824|14169.534483356969|14169.534483356969|14169.534483356969|203776.18289529195|203776.18289529195|203776.18289529195|-64351.98813796131|-64351.98813796131|-64351.98813796131|-30478.961559270974|-30478.961559270974|-30478.961559270974|-98668.8588324123|-98668.8588324123|-98668.8588324123|14134.238745806206|14134.238745806206|14134.238745806206|1.3928982661379108|1.3928982661379108|1.3928982661379108|18570.620228150674|18570.620228150674|18570.620228150674|0.0|0.0|0.0|2063432.813694342
2020-09-28|1989016.6386530397|2057952.9493051926|2067729.027739618|1989016.6386530397|1989016.6386530397|73818.70917674185|73818.70917674185|73818.70917674185|16280.185261898885|16280.185261898885|16280.185261898885|73838.14072350062|73838.14072350062|73838.14072350062|14100.939186955871|14100.939186955871|14100.939186955871|204142.03788981648|204142.03788981648|204142.03788981648|-63837.5175811565|-63837.5175811565|-63837.5175811565|-30047.59099599937|-30047.59099599937|-30047.59099599937|-97903.8101381088|-97903.8101381088|-97903.8101381088|12857.950452730582|12857.950452730582|12857.950452730582|-19.431546758776708|-19.431546758776708|-19.431546758776708|18245.946647363427|18245.946647363427|18245.946647363427|0.0|0.0|0.0|2062835.3478297815
