ds|trend|yhat_lower|yhat_upper|trend_lower|trend_upper|additive_terms|additive_terms_lower|additive_terms_upper|weekly|weekly_lower|weekly_upper|multiplicative_terms|multiplicative_terms_lower|multiplicative_terms_upper|yhat
2021-05-17|458.1226440718125|456.03529379612945|459.922615551916|458.1226440718125|458.1226440718125|0.002761067371963749|0.002761067371963749|0.002761067371963749|0.002761067371963749|0.002761067371963749|0.002761067371963749|0.0|0.0|0.0|458.12540513918447
2021-05-18|458.4353397231856|456.50600939553624|460.2951054364256|458.4353397231856|458.4353397231856|-0.015644662491863904|-0.015644662491863904|-0.015644662491863904|-0.015644662491863904|-0.015644662491863904|-0.015644662491863904|0.0|0.0|0.0|458.41969506069375
2021-05-19|458.7480353745587|456.70979979236154|460.70164862745077|458.7480353745587|458.7480353745587|-0.007283463642804449|-0.007283463642804449|-0.007283463642804449|-0.007283463642804449|-0.007283463642804449|-0.007283463642804449|0.0|0.0|0.0|458.7407519109159
2021-05-20|459.0607310259318|457.0388592354938|461.03978075658387|459.0607310259318|459.0607310259318|-0.0035119437238730253|-0.0035119437238730253|-0.0035119437238730253|-0.0035119437238730253|-0.0035119437238730253|-0.0035119437238730253|0.0|0.0|0.0|459.0572190822079
2021-05-21|459.37342667730485|457.3003868870562|461.4383066523307|459.37342667730485|459.37342667730485|-0.013107425386049984|-0.013107425386049984|-0.013107425386049984|-0.013107425386049984|-0.013107425386049984|-0.013107425386049984|0.0|0.0|0.0|459.3603192519188
2021-05-22|459.68612232867787|457.6922049775339|461.6036604474314|459.68612232867787|459.68612232867787|0.025306196178676525|0.025306196178676525|0.025306196178676525|0.025306196178676525|0.025306196178676525|0.025306196178676525|0.0|0.0|0.0|459.71142852485656
2021-05-23|459.998817980051|458.0537125624492|461.9808232841543|459.998817980051|459.998817980051|0.011480231693950594|0.011480231693950594|0.011480231693950594|0.011480231693950594|0.011480231693950594|0.011480231693950594|0.0|0.0|0.0|460.01029821174495
2021-05-24|460.31151363142413|458.4746561626587|462.14862220217174|460.31151363142413|460.31151363142413|0.002761067371888195|0.002761067371888195|0.002761067371888195|0.002761067371888195|0.002761067371888195|0.002761067371888195|0.0|0.0|0.0|460.314274698796
2021-05-25|461.2932349750764|459.23743758961973|463.1470982522654|461.2932349750764|461.2932349750764|-0.015644662491909506|-0.015644662491909506|-0.015644662491909506|-0.015644662491909506|-0.015644662491909506|-0.015644662491909506|0.0|0.0|0.0|461.2775903125845
2021-05-26|462.27495631872875|460.2587188880273|464.1773199037765|462.27495631872875|462.27495631872875|-0.0072834636428326495|-0.0072834636428326495|-0.0072834636428326495|-0.0072834636428326495|-0.0072834636428326495|-0.0072834636428326495|0.0|0.0|0.0|462.26767285508595
2021-05-27|463.256677662381|461.4135462185994|465.2345531864827|463.256677662381|463.256677662381|-0.003511943723864735|-0.003511943723864735|-0.003511943723864735|-0.003511943723864735|-0.003511943723864735|-0.003511943723864735|0.0|0.0|0.0|463.2531657186571
2021-05-28|464.23839900603343|462.32743280069633|466.2393094004193|464.23839900603343|464.23839900603343|-0.013107425386013342|-0.013107425386013342|-0.013107425386013342|-0.013107425386013342|-0.013107425386013342|-0.013107425386013342|0.0|0.0|0.0|464.2252915806474
2021-05-29|465.22012034968577|463.2902187899791|467.14525041009097|465.22012034968577|465.22012034968577|0.02530619617868728|0.02530619617868728|0.02530619617868728|0.02530619617868728|0.02530619617868728|0.02530619617868728|0.0|0.0|0.0|465.24542654586446
2021-05-30|466.201841693338|464.2239850548838|468.22475819183853|466.201841693338|466.201841693338|0.011480231693945154|0.011480231693945154|0.011480231693945154|0.011480231693945154|0.011480231693945154|0.011480231693945154|0.0|0.0|0.0|466.21332192503195
2021-05-31|467.18356303699045|465.208603000713|469.0510809639721|467.18356303699045|467.18356303699045|0.0027610673719085407|0.0027610673719085407|0.0027610673719085407|0.0027610673719085407|0.0027610673719085407|0.0027610673719085407|0.0|0.0|0.0|467.18632410436237
2021-06-01|468.1652843806427|466.29094447821745|470.05016410023313|468.1652843806427|468.1652843806427|-0.015644662491907477|-0.015644662491907477|-0.015644662491907477|-0.015644662491907477|-0.015644662491907477|-0.015644662491907477|0.0|0.0|0.0|468.14963971815075
2021-06-02|469.147005724295|467.1220558531601|471.1454626766488|469.147005724295|469.147005724295|-0.007283463642844406|-0.007283463642844406|-0.007283463642844406|-0.007283463642844406|-0.007283463642844406|-0.007283463642844406|0.0|0.0|0.0|469.13972226065215
2021-06-03|470.12872706794747|468.0714492753275|472.07099985543556|470.12872706794747|470.12872706794747|-0.003511943723910584|-0.003511943723910584|-0.003511943723910584|-0.003511943723910584|-0.003511943723910584|-0.003511943723910584|0.0|0.0|0.0|470.12521512422353
2021-06-04|471.1104484115997|469.16929656890505|473.1764939880724|471.1104484115997|471.1104484115997|-0.013107425386042296|-0.013107425386042296|-0.013107425386042296|-0.013107425386042296|-0.013107425386042296|-0.013107425386042296|0.0|0.0|0.0|471.0973409862136
2021-06-05|472.09216975525203|470.2180664907519|474.00484990634817|472.09216975525203|472.09216975525203|0.025306196178698028|0.025306196178698028|0.025306196178698028|0.025306196178698028|0.025306196178698028|0.025306196178698028|0.0|0.0|0.0|472.1174759514307
2021-06-06|473.07389109890437|471.25955268189125|474.95117520996337|473.07389109890437|473.07389109890437|0.011480231693999584|0.011480231693999584|0.011480231693999584|0.011480231693999584|0.011480231693999584|0.011480231693999584|0.0|0.0|0.0|473.0853713305984
2021-06-07|474.05561244255665|472.14498445744294|476.0617712176998|474.05561244255665|474.05561244255665|0.0027610673718809343|0.0027610673718809343|0.0027610673718809343|0.0027610673718809343|0.0027610673718809343|0.0027610673718809343|0.0|0.0|0.0|474.0583735099285
2021-06-08|475.03733378620905|473.04763340034975|476.9940843662951|475.03733378620905|475.03733378620905|-0.015644662491890532|-0.015644662491890532|-0.015644662491890532|-0.015644662491890532|-0.015644662491890532|-0.015644662491890532|0.0|0.0|0.0|475.0216891237172
2021-06-09|475.15932100494297|473.2280807649406|477.013304817288|475.15932100494297|475.15932100494297|-0.007283463642791404|-0.007283463642791404|-0.007283463642791404|-0.007283463642791404|-0.007283463642791404|-0.007283463642791404|0.0|0.0|0.0|475.15203754130016
2021-06-10|475.28130822367683|473.32090692111103|477.22999833358625|475.28130822367683|475.28130822367683|-0.003511943723848151|-0.003511943723848151|-0.003511943723848151|-0.003511943723848151|-0.003511943723848151|-0.003511943723848151|0.0|0.0|0.0|475.277796279953
2021-06-11|475.4032954424107|473.41198436232986|477.40668388432346|475.4032954424107|475.4032954424107|-0.01310742538600565|-0.01310742538600565|-0.01310742538600565|-0.01310742538600565|-0.01310742538600565|-0.01310742538600565|0.0|0.0|0.0|475.3901880170247
2021-06-12|475.52528266114456|473.50827876126925|477.29271366602086|475.52528266114456|475.52528266114456|0.025306196178718706|0.025306196178718706|0.025306196178718706|0.025306196178718706|0.025306196178718706|0.025306196178718706|0.0|0.0|0.0|475.5505888573233
2021-06-13|475.64726987987854|473.64662406650467|477.4789928624953|475.64726987987854|475.64726987987854|0.011480231693994144|0.011480231693994144|0.011480231693994144|0.011480231693994144|0.011480231693994144|0.011480231693994144|0.0|0.0|0.0|475.65875011157254
2021-06-14|475.7692570986124|473.9073778016962|477.7144687086764|475.7692570986124|475.7692570986124|0.0027610673718533305|0.0027610673718533305|0.0027610673718533305|0.0027610673718533305|0.0027610673718533305|0.0027610673718533305|0.0|0.0|0.0|475.77201816598426
2021-06-15|475.89124431734626|473.98958471313904|477.86920562159605|475.89124431734626|475.89124431734626|-0.015644662491873587|-0.015644662491873587|-0.015644662491873587|-0.015644662491873587|-0.015644662491873587|-0.015644662491873587|0.0|0.0|0.0|475.8755996548544
2021-06-16|476.0132315360801|474.1252036395906|477.9467572508083|476.01323153608007|476.01323153608007|-0.007283463642738402|-0.007283463642738402|-0.007283463642738402|-0.007283463642738402|-0.007283463642738402|-0.007283463642738402|0.0|0.0|0.0|476.0059480724374
2021-06-17|476.13521875481405|474.09775736392504|478.0181665615531|476.13521875481405|476.13521875481405|-0.0035119437238717885|-0.0035119437238717885|-0.0035119437238717885|-0.0035119437238717885|-0.0035119437238717885|-0.0035119437238717885|0.0|0.0|0.0|476.13170681109017
2021-06-18|476.25720597354797|474.41191584516366|478.10885851615643|476.25720597354797|476.25720597354797|-0.013107425386064103|-0.013107425386064103|-0.013107425386064103|-0.013107425386064103|-0.013107425386064103|-0.013107425386064103|0.0|0.0|0.0|476.2440985481619
2021-06-19|476.37919319228183|474.48396311851434|478.3286729538065|476.37919319228183|476.37919319228183|0.025306196178729458|0.025306196178729458|0.025306196178729458|0.025306196178729458|0.025306196178729458|0.025306196178729458|0.0|0.0|0.0|476.4044993884606
2021-06-20|476.50118041101575|474.5679246940645|478.65279970463615|476.50118041101575|476.50118041101575|0.011480231693964846|0.011480231693964846|0.011480231693964846|0.011480231693964846|0.011480231693964846|0.011480231693964846|0.0|0.0|0.0|476.5126606427097
2021-06-21|476.6231676297496|474.5991111929944|478.4732562298631|476.62316762974956|476.62316762974956|0.0027610673718257263|0.0027610673718257263|0.0027610673718257263|0.0027610673718257263|0.0027610673718257263|0.0027610673718257263|0.0|0.0|0.0|476.6259286971214
2021-06-22|476.7451548484835|474.9056037779683|478.637135301899|476.7451548484835|476.7451548484835|-0.015644662491934105|-0.015644662491934105|-0.015644662491934105|-0.015644662491934105|-0.015644662491934105|-0.015644662491934105|0.0|0.0|0.0|476.72951018599156
2021-06-23|476.8671420672174|474.9484801921797|478.7203173814862|476.8671420672174|476.8671420672174|-0.007283463642814915|-0.007283463642814915|-0.007283463642814915|-0.007283463642814915|-0.007283463642814915|-0.007283463642814915|0.0|0.0|0.0|476.8598586035746
2021-06-24|476.9891292859513|475.0107120975226|478.94377049640667|476.9891292859513|476.9891292859513|-0.0035119437238634948|-0.0035119437238634948|-0.0035119437238634948|-0.0035119437238634948|-0.0035119437238634948|-0.0035119437238634948|0.0|0.0|0.0|476.98561734222744
2021-06-25|477.1111165046852|475.1962293736575|479.007145365984|477.1111165046852|477.1111165046852|-0.013107425386060259|-0.013107425386060259|-0.013107425386060259|-0.013107425386060259|-0.013107425386060259|-0.013107425386060259|0.0|0.0|0.0|477.0980090792991
2021-06-26|477.23310372341905|475.2702130918697|479.2866494735775|477.23310372341905|477.23310372341905|0.025306196178745178|0.025306196178745178|0.025306196178745178|0.025306196178745178|0.025306196178745178|0.025306196178745178|0.0|0.0|0.0|477.2584099195978
2021-06-27|477.3550909421529|475.48739441085525|479.26332218541614|477.3550909421529|477.3550909421529|0.011480231693983262|0.011480231693983262|0.011480231693983262|0.011480231693983262|0.011480231693983262|0.011480231693983262|0.0|0.0|0.0|477.3665711738469
2021-06-28|477.47707816088683|475.54934215768134|479.5321470456531|477.47707816088683|477.47707816088683|0.0027610673719379868|0.0027610673719379868|0.0027610673719379868|0.0027610673719379868|0.0027610673719379868|0.0027610673719379868|0.0|0.0|0.0|477.47983922825875
2021-06-29|477.59906537962075|475.6387611496215|479.5274981847472|477.59906537962075|477.59906537962075|-0.01564466249185461|-0.01564466249185461|-0.01564466249185461|-0.01564466249185461|-0.01564466249185461|-0.01564466249185461|0.0|0.0|0.0|477.5834207171289
